id,name,addr,city,state,zipcode,phone,website,pricerange,category,ratingvalue,neighborhood,takes reservations,delivery,take-out,accepts credit cards,good for,parking,attire,ambience,alcohol,outdoor seating,wi-fi,waiter service,caters
3939,bb’s cafe,greenway plaza 3139 richmond ave,houston,tx,77098,(713) 807-1300,bbscafe.com,$$,tex-mex;cajun/creole,3.5,upper kirby,no,no,yes,yes,dinner,private lot,casual,casual,full bar,yes,free,yes,yes
3940,omg bbq,,houston,tx,77007,(832) 528-5010,,$$,barbeque;street vendors;caterers;american (traditional),4.5,the heights,no,no,yes,no,,,casual,,no,no,no,no,
3941,nguyen ngo french café,11210 bellaire blvd,houston,tx,77072,(281) 495-2528,,$,vietnamese;sandwiches,4.0,alief,no,no,yes,no,lunch,private lot,casual,casual,no,no,no,no,no
3942,local pour houston,1952 w gray st,houston,tx,77019,(713) 521-1881,localpourhouston.com,$$,bars;american (new);music venues,3.0,river oaks; montrose,no,no,yes,yes,late night,valet; garage; private lot,casual,trendy,full bar,yes,free,yes,no
3943,island sizzler jamaican rum bar & grill,2114 holly hall st,houston,tx,77054,(713) 378-5375,theislandsizzler.com,$$,caribbean;sports bars,4.0,medical center,no,no,yes,yes,lunch; dessert,private lot,casual,casual,full bar,no,free,yes,yes
3944,brown bag deli,2036 westheimer rd,houston,tx,77098,(713) 807-9191,thebrownbagdeli.net,$,delis;sandwiches,4.0,montrose,no,no,yes,yes,lunch,private lot,casual,casual,no,yes,free,no,yes
3945,island grill,4024 bellaire blvd,houston,tx,77025,(713) 665-5388,islandgrillhouston.com,$$,juice bars & smoothies;mediterranean;american (traditional),4.0,west university; braeswood place,no,no,yes,yes,breakfast; brunch,private lot,casual,casual,no,yes,no,yes,yes
3946,ninfa’s mexican restaurant,8553 gulf fwy,houston,tx,77017,(713) 943-3183,,$$,mexican,4.0,meadowbrook/allendale,no,yes,yes,yes,dessert,private lot,casual,casual,full bar,yes,free,yes,yes
3947,hungry farmer barbeque,40 e crosstimbers st,houston,tx,77022,(713) 697-4874,hungryfarmerbarbq.com,$$,barbeque,3.5,northside village,no,no,yes,yes,lunch,private lot,casual,divey,no,yes,no,no,yes
3948,corelli’s italian cafe,5640 westheimer rd,houston,tx,77056,(713) 629-4424,corellis.com,$$,italian,4.0,galleria/uptown,yes,yes,yes,yes,lunch,private lot,casual,casual,beer & wine only,yes,paid,yes,yes
3949,treebeards,711 louisiana st,houston,tx,77002,(713) 224-6677,treebeards.com,$,southern,4.5,fourth ward; downtown,no,yes,yes,yes,lunch,street,casual,casual,no,no,no,no,yes
3950,eq heights,1030 heights blvd,houston,tx,77008,(713) 434-6923,eqheights.com,$,cafes;coffee & tea;breakfast & brunch,3.5,the heights,no,no,yes,yes,brunch,street,casual,,no,yes,free,no,no
3951,china stix,3141 w holcombe blvd,houston,tx,77025,(713) 218-8100,houstonchinastix.com/home_pag…,$,chinese,3.5,west university; braeswood place,no,yes,yes,yes,lunch,private lot,casual,casual,no,no,no,no,yes
3952,busy boy sandwiches,5722 hillcroft st,houston,tx,77036,(713) 783-1188,busyboysubs.com,$,sandwiches;mediterranean;halal,4.5,,no,no,yes,yes,lunch,private lot,casual,casual,no,yes,free,no,yes
3953,njoy thai restaurant,212 westheimer rd,houston,tx,77006,(713) 874-0199,njoythaifood.com,$$,thai,4.0,fourth ward; midtown; montrose,yes,no,yes,yes,dinner,private lot,casual,casual,no,no,no,yes,yes
3954,thai spice asian cuisine,460 w 19th st,houston,tx,77008,(832) 844-3196,thaispice.com,$$,thai,3.5,the heights,yes,yes,yes,yes,lunch,private lot,casual,casual,no,yes,free,yes,yes
3955,beaucoup bar & grill,3102 old spanish trl,houston,tx,77054,(713) 747-5100,beaucoupbarandgrill.com,$$,cajun/creole;bars;seafood,3.5,medical center,yes,yes,yes,yes,brunch,street; private lot,casual,casual,full bar,yes,free,yes,yes
3956,les givral’s sandwich & café,2704 milam st,houston,tx,77006,(713) 529-1736,,$,vietnamese;sandwiches;barbeque,4.0,fourth ward; midtown,no,no,yes,yes,lunch,private lot,casual,casual,no,yes,no,no,no
3957,jackson street bbq,209 jackson st,houston,tx,77002,(713) 224-2400,jacksonstbbqhouston.com,$$,barbeque,4.0,downtown,no,no,yes,yes,lunch,private lot,casual,divey,full bar,no,free,no,yes
3958,s&t restaurant,1001 texas st ste 150,houston,tx,77002,(713) 229-0077,sntrestaurant.com,$,vietnamese,3.5,fourth ward; downtown,no,yes,yes,yes,lunch,street,casual,casual,no,yes,free,no,yes
3959,becks prime,2902 kirby dr,houston,tx,77098,(713) 524-7085,becksprime.com,$$,burgers;american (traditional),3.5,upper kirby,no,no,yes,yes,lunch,private lot,casual,casual,beer & wine only,yes,no,no,no
3960,liberty kitchen & oyster bar,1050 studewood st,houston,tx,77008,(713) 802-0533,libertykitchenoysterbar.com,$$,american (new);seafood;burgers,4.0,the heights,no,no,yes,yes,brunch,private lot,casual,casual,full bar,yes,no,yes,no
3961,fellini caffè,5211 kelvin dr,houston,tx,77005,(281) 888-6654,fellinihouston.com,$,italian;coffee & tea,4.0,west university,no,no,yes,yes,brunch,street,casual,trendy,beer & wine only,yes,free,yes,no
3962,lazaro’s pizza,9913 n houston rosslyn rd,houston,tx,77088,(713) 466-4407,,$,pizza,4.5,inwood,no,yes,yes,yes,lunch,,casual,divey,no,no,no,no,no
3963,london sizzler,6690 southwest fwy,houston,tx,77074,(713) 783-2754,londonsizzler.com,$$,indian,3.5,sharpstown,yes,no,yes,yes,dinner,private lot,casual,casual,full bar,no,free,yes,yes
3964,papa mo’s deli,465b tc jester blvd,houston,tx,77007,(713) 802-0043,papamosdeli.com,$,delis;sandwiches;breakfast & brunch,4.5,the heights,no,no,yes,yes,lunch,private lot,casual,casual,no,no,no,yes,yes
3965,maiko bar & bistro,2946 s shepherd dr,houston,tx,77098,(713) 526-6888,maikosushihouston.com,$$,asian fusion;sushi bars,4.0,upper kirby,yes,no,yes,yes,,private lot,casual,classy,full bar,yes,no,yes,yes
3966,southern goods,623 w 19th st,houston,tx,77008,(346) 980-8152,southerngoodshouston.com,$$,southern;cajun/creole;bars,4.0,the heights,yes,no,yes,yes,,,casual,,full bar,yes,,yes,no
3967,corner table,2736 virginia st,houston,tx,77098,(713) 568-9196,cornertablehouston.com,$$$,american (new);gluten-free;vegetarian,3.5,upper kirby,yes,no,no,yes,dinner,valet,dressy,trendy,full bar,yes,no,yes,yes
3968,under the volcano,2349 bissonnet st,houston,tx,77005,(713) 526-5282,,$$,dive bars;american (traditional),3.5,west university,no,no,no,yes,late night,private lot,casual,casual,full bar,yes,no,yes,no
3969,cafe th,2108 pease st,houston,tx,77003,(713) 225-4766,cafeth.com,$,vietnamese;sandwiches;vegetarian,4.0,eado,no,no,yes,yes,lunch,street; private lot,casual,casual,no,no,no,yes,yes
3970,d’lish curbside bistro,,houston,tx,77003,(832) 670-8822,dlishcurbside.com,$$,american (new);seafood;food trucks,4.0,fourth ward; downtown,no,no,yes,yes,lunch,street,casual,hipster,no,yes,no,no,yes
3971,la fendee mediterranean grill,1402 westheimer rd,houston,tx,77006,(713) 522-1505,lafendeegrill.com,$$,mediterranean;hookah bars,4.0,montrose,yes,no,yes,yes,lunch,private lot,casual,casual,no,yes,free,yes,yes
3972,giacomo’s cibo e vino,3215 westheimer rd,houston,tx,77098,(713) 522-1934,giacomosciboevino.com,$$,italian,4.0,upper kirby,no,no,yes,yes,dinner,private lot,casual,casual,beer & wine only,yes,no,yes,no
3973,warehouse bar & chill,3333 w 11th st,houston,tx,77008,(713) 802-2445,,$$,bars;american (new),3.5,lazy brook/timbergrove,no,no,yes,yes,lunch,private lot,casual,casual,full bar,yes,free,yes,no
3974,biryani pot,6509 westheimer rd ste b,houston,tx,77057,(713) 278-8085,biryanipotusa.com,$$,indian;halal,3.5,,no,no,yes,yes,dinner,private lot,casual,casual,no,no,no,yes,yes
3975,paesano’s philly style,152 w girard ave,philadelphia,pa,19123,(267) 886-9556,paesanosphillystyle.com,$,sandwiches;salad;hot dogs,4.5,,no,no,yes,no,lunch,street,casual,divey,no,yes,no,no,no
3976,the belgian café,21st & green st,philadelphia,pa,19130,(215) 235-3500,thebelgiancafe.com,$$,pubs;belgian,3.5,fairmount; art museum district,yes,no,yes,yes,dinner,street,casual,casual,full bar,yes,no,yes,no
3977,the yachtsman,1444 frankford ave,philadelphia,pa,19125,(267) 909-8740,yachtsmanbar.com,$$,cocktail bars;hawaiian;dive bars,3.5,,no,no,no,yes,late night,street,casual,divey,full bar,no,free,yes,no
3978,terakawa ramen,204 n 9th st,philadelphia,pa,19107,(267) 687-1355,terakawaramenphilly.com,$$,ramen,4.0,chinatown,no,no,yes,yes,lunch,street,casual,casual,no,no,no,yes,no
3979,su xing house,1508 sansom st,philadelphia,pa,19102,(215) 564-1419,suxinghouse.com,$,chinese;vegetarian;kosher,4.0,rittenhouse square; penn center,yes,yes,yes,yes,lunch,street,casual,casual,no,no,no,yes,no
3980,alla spina,1410 mt vernon st,philadelphia,pa,19130,(215) 600-0017,allaspinaphilly.com,$$,italian;breakfast & brunch,3.5,fairmount; avenue of the arts north,yes,no,yes,yes,dinner,street,casual,casual,full bar,yes,free,yes,no
3981,rogue’s gallery,11 s 21st st,philadelphia,pa,19103,(215) 561-1193,roguesgallerybar.com,$$,american (traditional);bars;american (new),4.0,rittenhouse square; penn center,no,no,yes,yes,lunch; dinner,street,casual,casual,full bar,yes,free,yes,no
3982,the dapper dog,2nd & poplar,philadelphia,pa,19123,(215) 837-3468,thedapperdog.org,$,hot dogs;food stands;food trucks,4.0,northern liberties,no,no,yes,no,late night,street,casual,hipster,no,yes,no,no,no
3983,agno grill,2104 chestnut st,philadelphia,pa,19103,(267) 858-4590,agnogrill.com,$,mediterranean;gluten-free;vegan,4.0,rittenhouse square; penn center,no,yes,yes,yes,lunch,street,casual,casual,no,no,free,no,yes
3984,andy’s chicken,2001 memphis st,philadelphia,pa,19125,(215) 291-0700,,$,chicken wings;korean;asian fusion,4.5,fishtown,no,yes,yes,yes,lunch; dinner,street,casual,casual,no,no,no,no,yes
3985,giovani’s bar & grill,1533 chestnut st,philadelphia,pa,19102,(215) 568-0800,giovanibarandgrill.com,$,bars;mediterranean;pizza,4.5,rittenhouse square; penn center,no,yes,yes,yes,,street,casual,,full bar,no,free,yes,yes
3986,jj bootleggers,35 s 2nd st,philadelphia,pa,19106,(215) 923-3300,jjbootleggers.com,$$,comfort food;lounges,4.0,old city,yes,no,yes,yes,late night,garage; street,casual,hipster,full bar,no,no,yes,yes
3987,tampopo,104 s 21st st ste a,philadelphia,pa,19103,(215) 557-9593,tampoporestaurant.com,$,japanese;korean,4.0,rittenhouse square; penn center,no,no,yes,yes,lunch,street,casual,casual,no,no,no,no,no
3988,la viola,253 s 16th st apt 1,philadelphia,pa,19102,(215) 735-8630,laviolaphiladelphia.com,$$,italian,3.5,rittenhouse square,yes,no,no,no,dinner,street,casual,romantic,no,yes,no,yes,no
3989,lyn’s,3600 spruce st,philadelphia,pa,19104,,,$,sandwiches;breakfast & brunch;food trucks,4.5,university city,no,no,yes,no,breakfast,,casual,casual,no,no,no,no,no
3990,south philly barbacoa,1703 s 11th st,philadelphia,pa,19148,(215) 694-3797,,,mexican,5.0,,,,,no,,,casual,,,,,no,
3991,billy murphy’s irish saloon,3333 conrad st,philadelphia,pa,19129,(215) 844-9683,billymurphys.com,$,dive bars;burgers;irish,4.5,east falls,no,no,yes,no,lunch,street,casual,divey,full bar,yes,,yes,
3992,le chéri,251 s 18th st,philadelphia,pa,19103,(215) 546-7700,lecheriphilly.com,$$$,french,4.0,rittenhouse square,yes,no,no,yes,dinner,garage; street,dressy,romantic,full bar,yes,no,yes,no
3993,isabel,2601 pennsylvania ave ste 5,philadelphia,pa,19130,(215) 475-8088,isabelbyob.com,$$,tex-mex;mexican,3.5,fairmount; art museum district,yes,no,yes,yes,dinner,street,casual,casual,no,yes,no,yes,no
3994,mi - pals deli,2300 s 16th st,philadelphia,pa,19145,(215) 271-5545,mipalsdeli.com,$,delis;sandwiches,5.0,,no,yes,yes,yes,lunch,street,casual,,no,no,no,no,yes
3995,rose petals cafe & lounge,322 w chelten ave,philadelphia,pa,19144,(267) 388-1150,rosepetalscafe.com,$$,cafes;coffee & tea;breakfast & brunch,4.0,germantown,yes,no,yes,yes,brunch,street; private lot,casual,casual,no,yes,free,yes,yes
3996,fink’s sandwiches,132 s eighth st,philadelphia,pa,19107,,,,sandwiches,5.0,market east,no,,yes,yes,,,,,,,,no,
3997,the bakeshop on 20th,269 s 20th st,philadelphia,pa,19103,(215) 644-9714,,$$,bakeries;coffee & tea;breakfast & brunch,4.5,rittenhouse square,no,no,yes,yes,breakfast; brunch,garage,casual,casual,no,no,no,no,yes
3998,khmer kitchen,1700 s 6th st,philadelphia,pa,19148,(215) 755-2222,,$$,cambodian,4.5,,no,no,yes,no,dinner,street,casual,casual,no,no,free,yes,yes
3999,sto’s bar & restaurant,236 market st,philadelphia,pa,19106,(267) 687-8653,stosbar.com,$$,american (new);bars,4.0,old city,no,no,yes,yes,late night,street,casual,casual,full bar,yes,free,yes,no
4000,philly fusion & grill chicken bowl,2000 hamilton st ste 104,philadelphia,pa,19130,(267) 639-3452,,$,american (traditional),4.0,spring garden; fairmount; art museum district; logan square,no,yes,yes,yes,,,casual,,no,no,no,no,
4001,octopus falafel truck,20th & ludlow st,philadelphia,pa,19103,,,$,middle eastern;food trucks;mediterranean,4.5,rittenhouse square; penn center,no,no,yes,no,lunch,street,casual,casual,no,no,no,no,no
4002,dex & syd’s,525 washington ave,philadelphia,pa,19147,(267) 858-4497,dexnsyds.com,$$,seafood;american (new);cajun/creole,3.5,queen village,no,yes,yes,yes,,street,casual,casual,no,no,free,yes,yes
4003,cavanaugh’s headhouse square,421 s 2nd st,philadelphia,pa,19147,(215) 928-9307,cavsheadhouse.com,$$,american (traditional);sports bars,3.5,society hill,yes,yes,yes,yes,late night,validated,casual,casual,full bar,yes,free,yes,yes
4004,bap,1224 south st,philadelphia,pa,19147,(215) 735-0553,bapphilly.com,$,korean,4.5,washington square west,no,yes,yes,no,lunch,street,casual,casual,no,no,free,no,yes
4005,baba olga’s cafe & supper club,material culture 4700 wissahickon ave,philadelphia,pa,19144,(215) 849-1007,materialculture.com,$$,venues & event spaces;cafes,4.5,east falls,yes,no,yes,yes,brunch,private lot,casual,,no,yes,free,yes,yes
4006,russet,1521 spruce st,philadelphia,pa,19102,(215) 546-1521,russetphilly.com,$$$,american (new);italian;french,4.0,rittenhouse square,yes,no,no,yes,dinner,street; validated,casual,intimate,no,yes,no,yes,no
4007,era,2743 poplar st,philadelphia,pa,19130,(215) 769-7008,theerabar.com,$,ethiopian;dive bars,4.0,fairmount; brewerytown,yes,no,yes,yes,dinner,street,casual,divey,full bar,no,free,yes,yes
4008,govinda’s vegetarian,1408 south st,philadelphia,pa,19146,(215) 985-9303,govindasvegetarian.com,$,vegan;vegetarian;sandwiches,4.0,rittenhouse square; avenue of the arts south,no,yes,yes,yes,lunch,street,casual,casual,no,yes,no,no,yes
4009,kings oak,1031 germantown ave,philadelphia,pa,19123,(215) 923-2014,kingsoaklane.com,$$,bars;american (new),4.0,northern liberties,yes,no,yes,yes,brunch,,casual,,full bar,yes,free,yes,no
4010,heung fa chun sweet house,112 n 10th st,philadelphia,pa,19107,(215) 238-8968,,$,chinese;desserts,4.5,chinatown,no,no,yes,no,brunch,street,casual,casual,no,no,no,no,no
4011,chix & wings,138 s 11th st,philadelphia,pa,19107,(215) 925-8881,chixnwings.com,$,chicken wings;comfort food,3.5,market east,no,yes,yes,yes,lunch,street,casual,casual,no,no,free,no,yes
4012,fork,306 market st,philadelphia,pa,19106,(215) 625-9425,forkrestaurant.com,$$$,american (new),4.0,old city,yes,no,no,yes,dinner,street; validated,casual,classy,full bar,yes,no,yes,no
4013,izumi,1601 e passyunk ave,philadelphia,pa,19148,(215) 271-1222,izumiphilly.com,$$,japanese;sushi bars,4.0,,yes,no,yes,yes,dinner,valet; street,casual,trendy,no,yes,free,yes,no
4014,little italy pizza,342 queen st,philadelphia,pa,19147,(267) 928-2920,littleitalypizzaone.com,$$,pizza,4.0,queen village,no,yes,yes,yes,,,casual,,no,no,no,,
4015,tiffin bistro,1100 federal st,philadelphia,pa,19147,(215) 468-0104,tiffin.com,$$,indian,3.0,,yes,yes,yes,yes,lunch; dinner,street,casual,trendy,full bar,yes,no,yes,
4016,ariana,134 chestnut st,philadelphia,pa,19106,(215) 922-1535,restaurantariana.com,$$,middle eastern;afghan,3.5,old city,yes,no,yes,yes,dinner,street,casual,casual,no,no,no,yes,yes
4017,enjay’s pizza,210 s 40th st,philadelphia,pa,19104,(215) 222-0770,enjayspizza.com,$$,pizza,4.5,university city; spruce hill,no,yes,yes,yes,,,casual,,full bar,no,no,yes,yes
4018,foodery,837 n 2nd st,philadelphia,pa,19123,(215) 238-6077,fooderybeer.com,$$,delis;bars,4.0,northern liberties,no,no,yes,yes,lunch,street,casual,casual,beer & wine only,no,no,no,no
4019,jimmy john’s,1601 n 15th st,philadelphia,pa,19121,(215) 765-8800,jimmyjohns.com,$,sandwiches,4.0,templetown; avenue of the arts north,no,yes,yes,yes,lunch,street,casual,casual,no,yes,,no,yes
4020,dalessandro’s steaks,600 wendover st,philadelphia,pa,19128,(215) 482-5407,dalessandros.com,$,sandwiches;cheesesteaks,4.5,roxborough,no,no,yes,no,lunch,street,casual,casual,beer & wine only,no,no,no,no
4021,parada maimon,345 n 12th st,philadelphia,pa,19107,(215) 925-2000,,$,dominican,4.5,spring garden; callowhill,yes,yes,yes,yes,brunch,street; private lot,casual,casual,no,no,no,yes,yes
4022,standard tap,901 n 2nd st,philadelphia,pa,19123,(215) 238-0630,news.standardtap.com.s86406.g…,$$,burgers;gastropubs;pubs,4.0,northern liberties,yes,no,yes,yes,dinner,street,casual,hipster,full bar,yes,free,yes,no
4023,lee’s deli,4700 baltimore ave,philadelphia,pa,19143,(215) 724-1954,,$,delis;sandwiches;burgers,4.0,cedar park,no,no,yes,no,breakfast; lunch,street; private lot,casual,divey,no,no,no,no,no
4024,aqua malaysian thai cuisine,705 chestnut st,philadelphia,pa,19106,(215) 928-2838,aquamalaysianthai.com,$$,thai;malaysian,3.5,market east,yes,yes,yes,yes,lunch; dinner,street,casual,casual,full bar,yes,no,yes,no
4025,paesano’s philly style,1017 s 9th st,philadelphia,pa,19147,(215) 440-0371,paesanosphillystyle.com,$,sandwiches,4.5,italian market; bella vista,no,no,yes,no,lunch,street,casual,casual,no,no,no,no,yes
4026,barra rossa ristorante & wine bar - philadelphia,929 walnut st,philadelphia,pa,19107,(215) 644-9074,barrarossa.com,$$,italian;gluten-free;pizza,3.5,market east,yes,no,yes,yes,dinner,garage,casual,casual,full bar,no,free,yes,yes
4027,la colombe,1335 frankford ave,philadelphia,pa,19125,(267) 479-1600,lacolombe.com,$$,coffee & tea;breakfast & brunch,4.0,,no,no,yes,yes,brunch,street,casual,hipster,beer & wine only,no,no,no,no
4028,tinto,114 s 20th st,philadelphia,pa,19103,(215) 665-9150,philadelphia.tintorestaurant.…,$$$,tapas bars;lounges,4.0,rittenhouse square; penn center,yes,no,no,yes,dinner,street,casual,trendy,full bar,no,no,yes,no
4029,pizzeria pesto,1925 s broad st,philadelphia,pa,19148,(215) 271-6840,pizzeriapesto.com,$$,pizza;italian,4.0,,no,yes,yes,yes,lunch; dinner,street,casual,casual,no,no,no,yes,yes
4030,kung fu hoagies,4360 chester ave,philadelphia,pa,19104,(267) 344-6259,kungfuhoagies.com,$,vegan;vegetarian;food trucks,4.5,university city; spruce hill,no,no,yes,yes,lunch,street,casual,casual,no,yes,no,no,yes
4031,stationone,temple university n 13th st,philadelphia,pa,19122,(267) 266-5223,,$,food trucks;falafel,5.0,templetown,no,no,yes,yes,,,casual,,no,no,no,no,no
4032,positano coast by aldo lamberti,212 walnut st 2nd fl,philadelphia,pa,19106,(215) 238-0499,positanocoast.net,$$,italian;seafood;lounges,3.5,,yes,no,yes,yes,dinner,valet; street,casual,romantic,full bar,yes,free,yes,yes
4033,mama’s vegetarian,18 s 20th st,philadelphia,pa,19103,(215) 751-0477,mamasvegetarian.com,$,middle eastern;vegetarian;kosher,4.5,rittenhouse square; penn center,no,no,yes,no,lunch,street,casual,casual,no,yes,no,no,yes
4034,abe fisher,1623 sansom st,philadelphia,pa,19103,(215) 867-0088,abefisherphilly.com,$$$,modern european,4.5,rittenhouse square; penn center,yes,no,no,yes,dinner,street,casual,trendy,full bar,no,no,yes,no
4035,kisso sushi,205 n 4th st,philadelphia,pa,19147,(215) 922-1770,kissosushibar.com,$$,sushi bars,4.0,,yes,no,yes,yes,dinner,street,casual,casual,no,no,no,yes,yes
4036,honey’s sit ‘n eat,2101 south st,philadelphia,pa,19146,(215) 732-5130,honeyssitneat.com,$$,comfort food;breakfast & brunch;american (traditional),3.5,rittenhouse square; fitler square,no,no,yes,no,brunch,street,casual,casual,no,no,no,yes,yes
4037,khyber pass pub,56 s 2nd st,philadelphia,pa,19106,(215) 238-5888,khyberpasspub.com,$$,gastropubs;pubs;american (traditional),4.0,old city,no,no,yes,yes,dinner; late night,street,casual,casual,full bar,no,no,yes,no
4038,vedge,1221 locust st,philadelphia,pa,19107,(215) 320-7500,vedgerestaurant.com,$$$,vegan;vegetarian,4.5,washington square west,yes,no,yes,yes,dinner,garage; street,casual,classy,full bar,no,no,yes,no
4039,cozara,"33rd & chestnut 3200 chestnut st,chestnut square, ste a",philadelphia,pa,19104,(267) 233-7488,cozaraphilly.com,$$,japanese;tapas/small plates,3.5,university city,yes,no,yes,yes,lunch,street,casual,casual,full bar,yes,free,yes,
4040,fado irish pub & restaurant,1500 locust st,philadelphia,pa,19102,(215) 893-9700,fadoirishpub.com/philadelphia,$$,irish;irish pub,3.5,rittenhouse square,yes,no,yes,yes,dinner; late night,garage; street,casual,casual,full bar,yes,no,yes,no
4041,rex 1516,1516 south st,philadelphia,pa,19146,(267) 319-1366,rex1516.com,$$,southern;american (new),4.0,rittenhouse square,yes,no,yes,yes,brunch; dinner,garage; street,casual,intimate,full bar,yes,free,yes,no
4042,aki japanese fusion and sushi bar,1210 walnut st,philadelphia,pa,19107,(215) 985-1838,akisushi.com,$$,japanese;sushi bars;lounges,3.5,market east,yes,yes,yes,yes,dinner,street,casual,casual,full bar,no,no,yes,no
4043,los catrines tequilas,1602 locust st,philadelphia,pa,19103,(215) 546-0181,tequilasphilly.com,$$$,mexican,4.0,rittenhouse square,yes,no,no,yes,dinner,street,casual,romantic,full bar,yes,no,yes,no
4044,south philadelphia tap room,1509 mifflin st,philadelphia,pa,19145,(215) 271-7787,southphiladelphiataproom.com,$$,gastropubs,4.0,point breeze,no,no,yes,yes,dinner,street,casual,casual,full bar,yes,no,yes,no
4045,varalli,231 s broad st,philadelphia,pa,19107,(215) 546-6800,varalliusa.com,$$$,italian,3.5,washington square west; avenue of the arts south,yes,no,yes,yes,dinner,garage; street; validated,casual,romantic,full bar,no,no,yes,no
4046,thai singha house,3900 chesnut st,philadelphia,pa,19104,(215) 382-8001,thaisinghahouse.com,$$,thai,4.0,university city,yes,yes,yes,yes,dinner,,casual,casual,no,no,no,yes,
4047,four seasons food court,1614 chestnut st,philadelphia,pa,19103,(215) 496-0123,,$,buffets;grocery;sandwiches,4.0,rittenhouse square; penn center,no,no,yes,yes,lunch,street,casual,casual,no,no,free,no,yes
4048,tasty place,143 n 11th st,philadelphia,pa,19107,(215) 592-8990,,$,chinese,4.0,chinatown,no,no,yes,no,lunch,street,casual,divey,no,no,no,yes,no
4049,time,1315 sansom st,philadelphia,pa,19107,(215) 985-4800,timerestaurant.net,$$,lounges;american (new),3.5,market east; avenue of the arts south,yes,no,no,yes,dinner; late night,street,casual,trendy,full bar,no,no,yes,no
4050,saad’s halal restaurant,4500 walnut st,philadelphia,pa,19139,(215) 222-7223,saadhalal.com,$,halal;middle eastern,4.5,walnut hill; university city; spruce hill,no,no,yes,no,lunch,street,casual,casual,no,no,no,no,no
4051,fourth and cross,1527 s 4th st,philadelphia,pa,19147,(215) 551-5200,fourthandcross.com,$$,american (traditional);diners,4.5,,no,no,yes,yes,brunch,street,casual,casual,no,yes,no,yes,yes
4052,hickory lane american bistro,2025 fairmount ave,philadelphia,pa,19130,(215) 769-2420,hickorylanebistro.com,$$,american (new);breakfast & brunch,3.5,francisville; fairmount,yes,no,yes,yes,brunch,street,casual,casual,full bar,yes,free,yes,yes
4053,m kee,1002 race st,philadelphia,pa,19107,(215) 238-8883,,$,chinese,4.0,chinatown,no,no,yes,no,brunch,street,casual,casual,no,no,no,yes,yes
4054,fitzwater cafe,728 s 7th st,philadelphia,pa,19147,(215) 629-0428,,$$,coffee & tea;sandwiches;italian,4.0,bella vista,no,no,yes,no,brunch,private lot,casual,casual,no,no,no,yes,no
4055,street food philly,33rd and arch st,philadelphia,pa,19104,(267) 391-7539,,$$,food stands;street vendors,4.5,university city; powelton village,no,no,yes,yes,lunch,,casual,trendy,no,yes,no,no,yes
4056,el vez,121 s 13th st,philadelphia,pa,19107,(215) 928-9800,elvezrestaurant.com,$$,mexican;breakfast & brunch,4.0,market east,yes,no,yes,yes,dinner,street,casual,trendy,full bar,yes,no,yes,no
4057,hawthornes biercafé,738 s 11th st,philadelphia,pa,19147,(215) 627-3012,hawthornecafe.com,$$,"beer, wine & spirits;breakfast & brunch;american (traditional)",4.0,bella vista,yes,no,yes,yes,brunch,street,casual,casual,beer & wine only,yes,no,yes,no
4058,cafe ynez,2025 washington ave,philadelphia,pa,19146,(215) 278-7579,cafeynez.com,$$,mexican;cafes,4.5,graduate hospital,yes,no,yes,yes,brunch,street,casual,casual,no,yes,free,yes,yes
4059,farmicia,15 s 3rd st,philadelphia,pa,19146,(215) 627-6274,farmiciarestaurant.com,$$,american (new);breakfast & brunch,3.5,old city,yes,no,yes,yes,brunch,street,casual,casual,full bar,yes,no,yes,no
4060,squareburger,200 n 6th st,philadelphia,pa,19106,(215) 629-4026,historicphiladelphia.org/squa…,$,american (traditional);burgers,3.5,,no,no,yes,yes,lunch,street,casual,casual,no,yes,no,no,no
4061,jane g’s,1930 chestnut st,philadelphia,pa,19103,(215) 563-8800,janegsrestaurant.com,$$,szechuan;shanghainese;dim sum,4.0,rittenhouse square; penn center,yes,yes,yes,yes,dinner,garage; street,casual,casual,full bar,yes,free,yes,yes
4062,knock,225 s 12th st,philadelphia,pa,19107,(215) 925-1166,knockphilly.com,$$,american (new);gay bars,3.5,washington square west,yes,no,yes,yes,dinner,,casual,casual,full bar,yes,no,yes,no
4063,moonshine philly,1825 e moyamensing ave,philadelphia,pa,19148,(267) 639-9720,moonshinephilly.com,$$,gastropubs;pubs,4.0,pennsport,yes,no,yes,yes,lunch,street,casual,casual,full bar,yes,no,yes,no
4064,xochitl,406 s 2nd st,philadelphia,pa,19147,(215) 238-7280,xochitlphilly.com,$$$,bars;mexican,3.5,society hill,yes,no,yes,yes,dinner,garage; street; validated,casual,casual,full bar,no,no,yes,no
4065,randazzo’s pizzeria,1826 s st,philadelphia,pa,19146,(215) 546-1566,,$,pizza;italian;burgers,4.0,rittenhouse square,no,yes,yes,yes,dinner,street,casual,casual,no,no,no,no,no
4066,green eggs café,719 n 2nd st,philadelphia,pa,19123,(215) 922-3447,greeneggscafe.com,$$,breakfast & brunch,3.5,northern liberties,no,no,yes,no,brunch,street,casual,casual,no,yes,no,yes,yes
4067,yummy yummy,52 n 10th st,philadelphia,pa,19107,(215) 625-9188,,$,chinese;desserts,4.0,,no,no,yes,no,brunch,street,casual,casual,no,no,no,no,no
