id,name,votes,rating,phone,address,zip,cuisine,reviewcount
3172,mandarin island,125,4.0,(818) 893-5483,15446 devonshire st mission hills,91345,chinese,4
3173,handsome coffee roasters,19,3.3,(323) 606-3593,582 mateo st los angeles,90013,coffee and tea,0
3174,kino sushi,15,3.3,(323) 465-4567,6721 hollywood blvd,90028,japanese,4
3175,roof garden at the peninsula,26,3.3,(310) 551-2888,9882 santa monica blvd,90212,"american,vegetarian,california",1
3176,cow's end,56,3.7,(310) 574-1080,34 washington blvd,90292,"coffee and tea,cafe",3
3177,king of new york pizzeria,44,3.6,(213) 252-0082,301 s western ave #104,90020,"italian,pizza",4
3178,carnitas michoacan,67,4.2,(323) 221-8600,1901 n broadway,90031,mexican,3
3179,viva fresh mexican grill,59,3.5,(310) 338-9153,6515 s sepulveda blvd,90045,mexican,1
3180,toi on sunset,182,3.6,(323) 874-8062,7505 w sunset blvd,90046,thai,10
3181,el torito,58,3.5,(310) 823-8941,13715 fiji way,90292,mexican,2
3182,something's fishy,55,3.5,(818) 884-3880,21812 ventura blvd,91364,"japanese,seafood",5
3183,gusto,20,3.3,(323) 782-1778,8432 w 3rd st.,90048,italian,1
3185,pump restaurant,26,2.9,(310) 657-7867,8948 santa monica blvd,90069,"american,bar food",6
3187,magic wok express,31,3.4,(310) 578-1644,515 washington blvd,90292,"asian,chinese,fast food",3
3188,brass monkey,12,3.1,(213) 381-7047,659 s mariposa ave,90005,"american,diner,bar food",4
3189,outdoor grill,61,3.5,(310) 636-4745,12630 washington pl,90066,"american,bbq",4
3190,coral tree cafe,51,4.2,(818) 789-8733,17499 ventura blvd,91316,breakfastcoffee and tea,4
3191,jaipur cuisine of india,86,3.6,(310) 470-4994,10916 w pico blvd,90064,"indian,vegetarian",6
3192,kali dining pop-up,11,3.3,not available,12406 washington blvd,90066,,2
3193,la rose cafe,11,3.3,(323) 662-4024,4749 fountain ave,90029,international,2
3194,izaka-ya,20,3.3,(323) 782-9536,8420 west third street,90048,"japanese,sushi",4
3195,barlo,32,3.5,(424) 214-1063,1697 pacific ave,90291,breakfasttapas,1
3196,the blue boar pub,25,3.3,(323) 465-1750,1615 north cahuenga blvd,90028,"american,british,bar food",3
3197,cafe cordiale,57,3.5,(818) 789-1985,14015 ventura blvd,91423,"american,seafood,california",2
3199,aroma bar and grill,7,3.1,(323) 850-8120,7373 w sunset blvd,90046,"american,international,mediterranean",0
3201,yanagi sushi,34,3.5,(818) 701-1651,8966 corbin ave,91324,"japanese,sushi",4
3202,nook bistro,357,3.7,(310) 207-5160,11628 santa monica blvd,90025,"american,california",10
3203,pizzeria mozza,1192,4.1,(323) 297-0101,641 n highland ave,90036,"italian,pizza",53
3204,boca,20,3.0,(213) 745-0162,800 w olympic blvd,90015,bar food,3
3205,ruby's dinette,25,1.9,(310) 646-2480,los angeles international airport,90045,"breakfastburger,diner",5
3206,sweet basil & thai bistro,82,3.8,(818) 366-3124,10676 balboa blvd,91344,thai,4
3207,cbs seafood restaurant,54,3.5,(213) 617-2323,700 n spring st los angeles,90012,"chinese,dim sum,seafood",1
3208,chill frozen yogurt,83,3.9,(818) 762-0041,11706 moorpark st,91604,"coffee and tea,desserts,beverages",3
3209,cast & plow,7,2.4,(310) 574-4333,4375 admiralty way,90292,"american,california",1
3210,giovanni's trattoria,53,3.9,(310) 839-1757,10026 venice blvd,90232,"italian,pizza",3
3211,boss sushi,43,3.4,(310) 659-5612,270a s la cienega blvd,90211,"japanese,sushi",3
3213,gaam,24,3.3,(213) 383-2297,3465 w 6th st los angeles,90020,korean,0
3214,drago centro,221,3.8,(213) 228-8998,525 s flower st fl 1,90071,italian,11
3215,paul's kitchen enterprises,31,3.5,(213) 749-5004,1012 s san pedro st los angeles,90015,chinese,4
3216,mizu 212,41,3.5,(310) 478-8979,2000 sawtelle blvd,90025,japanese,2
3217,eagle rock italian bakery,66,4.4,(323) 255-8224,1726 colorado blvd,90041,,5
3218,taco plus,67,4.1,(310) 207-0793,1525 s bundy dr los angeles,90025,mexican,3
3219,weiler's delicatessen,29,3.4,(818) 884-6611,21161 victory blvd,91303,"sandwich,deli",2
3220,indochine vien,93,3.6,(323) 667-9591,3110 glendale blvd,90039,vietnamese,3
3221,east india grill,48,3.5,(323) 936-8844,345 n la brea ave,90036,indian,2
3222,le petit chateau,34,3.3,(818) 769-1812,4615 lankershim blvd,91602,"european,french",2
3223,kyoto sushi,88,3.6,(818) 832-1183,18531 devonshire st,91324,"japanese,sushi",2
3224,public school 818,4,2.9,(818) 728-9818,15300 ventura blvd,91403,bar food,2
3225,cafe 50's,179,3.6,(310) 479-1955,11623 santa monica blvd,90025,"american,breakfastdiner",9
3226,rise n shine cafe,30,3.6,(818) 352-5755,9685 sunland blvd,91040,american,8
3227,munch box,65,3.7,(818) 998-9240,21532 devonshire st,91311,"burger,fast food",1
3228,danielle's wood fired pizza,118,4.3,(818) 980-8555,4822 laurel canyon blvd.,91607,"pizza,sandwich,vegetarian",3
3229,infield,73,3.7,(818) 501-1850,14333 ventura blvd,91423,,2
3230,chabuya tokyo noodle bar,57,3.5,(310) 473-9834,2002 sawtelle blvd,90025,japanese,2
3232,thai dishes,92,3.8,(310) 216-4240,6234 w manchester ave,90045,thai,2
3233,casa de carlos,50,3.3,(818) 993-1534,20549 devonshire st,91311,"mexican,seafood",7
3234,thai original bbq & restaurant,45,3.5,(213) 383-8571,4055 w 3rd st los angeles,90020,"bbq,thai",1
3235,romanov restaurant and lounge,68,2.3,(818) 760-3177,12229 ventura blvd,91604,eastern european,2
3236,paru's,120,3.6,(323) 661-7600,5140 w sunset blvd,90027,"indian,vegetarian",15
3237,el ceviche loco,62,3.9,(323) 771-5626,4111 florence ave,90201,seafood,9
3238,hamburger hamlet,45,3.4,(818) 784-1183,4419 van nuys blvd,91403,"american,burger,california",1
3239,homegirl cafe,43,4.2,(323) 526-1254,130 bruno st los angeles,90012,mexican,0
3240,pepe's tacos,73,4.4,(310) 391-8667,4582 s centinela ave,90066,"mexican,california",1
3241,mercado buenos aires,94,3.9,(818) 786-0522,7540 sepulveda blvd,91405,"latin american,argentine",3
3242,oliver's prime steakhouse at the grafton,14,3.3,(323) 491-9003,8462 w sunset blvd,90069,steakhouse,2
3243,the darkroom,14,3.2,(323) 931-3800,7302 melrose ave,90048,"american,burger",1
3244,the habit burger grill,56,4.0,(818) 225-2231,22651 ventura blvd,91364,"american,burger,fast food",1
3246,oliverio,17,3.3,(310) 407-7791,9400 w olympic blvd,90212,italian,2
3247,buca di beppo,78,3.6,(818) 509-9463,1000 universal studios blvd #g101,91608,"italian,pizza",8
3248,c & m cafe,19,3.3,(310) 694-1516,3272 motor ave,90034,"breakfastcoffee and tea,sandwich",0
3249,mighty mouth burger,106,3.9,(818) 832-6544,11137 woodley ave,91344,"burger,fast food,sandwich",2
3252,thai bbq of ventura blvd,36,3.5,(818) 763-7711,12254 ventura blvd,91604,"bbq,thai",5
3254,the village,29,3.4,(818) 752-9222,12345 ventura boulevard,91604,pizza,0
3256,plancha taco,28,3.5,(323) 951-9911,8250 w 3rd st #108,90048,mexican,2
3257,victors square restaurant and delicatessen,62,3.6,(323) 464-0276,1917 n bronson ave,90068,"italian,sandwich,deli",0
3258,rose cafe,147,3.6,(310) 399-0711,220 rose ave,90291,"american,vegetarian,california",8
3259,saffron,42,4.1,(310) 248-5211,230 s. beverly dr.,90212,"indian,vegetarian",3
3260,melanee thai,53,3.6,(310) 273-4066,9562 w pico blvd,90035,thai,8
3262,buttercelli organic bakeshop,20,3.3,(818) 387-8538,13722 ventura blvd,91423,desserts,1
3263,qusqo bistro & gallery,23,3.2,(310) 312-3800,11633 santa monica blvd,90025,latin american,2
3264,fish grill,74,3.5,(310) 860-1182,9618 w pico blvd,90035,seafood,1
3265,anajak thai cuisine,46,3.4,(818) 501-4201,14704 ventura blvd,91403,thai,4
3266,omino sushi,79,3.7,(818) 709-8822,20959 devonshire st,91311,"japanese,sushi",4
3267,sul & beans,6,3.1,(213) 385-5510,621 western ave,90005,coffee and tea,3
3268,hanabi sushi,37,3.5,(818) 342-7070,17711 saticoy st,91335,"japanese,sushi,teriyaki",5
3269,ihop,15,2.9,(323) 466-8370,7006 w sunset blvd,90028,"american,breakfast",1
3270,yakitori-ya,30,3.1,(310) 479-5400,11301 w olympic blvd,90064,japanese,5
3271,artisan house,29,3.3,(213) 622-6333,600 s main st los angeles,90014,"mediterranean,california",2
3272,tae nung korean barbeque,18,3.2,(213) 747-9292,1040 s western ave,90006,"bbq,korean",6
3273,don't tell mama,23,3.3,(323) 380-7209,8279 santa monica boulevard,90046,,3
3274,verve coffee roasters / juice served here,4,2.9,(213) 455-5991,833 s spring st los angeles,90014,"coffee and tea,beverages",1
3275,tony's mexican grill,83,4.2,(818) 769-5754,12910 magnolia blvd,91423,mexican,4
3276,andre's italian restaurant & pizzeria,51,4.0,(323) 935-1246,6332 w 3rd st los angeles,90036,"italian,pizza",1
3277,skewers by morimoto,18,2.5,(310) 337-1011,los angeles international airport,90045,japanese,6
3278,mitsuru sushi & grill,31,3.1,(213) 626-4046,316 e 1st st los angeles,90012,"diner,japanese,sushi",2
3279,seoul garden,16,3.3,(213) 386-8477,1833 w olympic blvd,90006,korean,1
3280,scarpetta,71,4.0,(310) 860-7970,225 n cañon dr,90210,italian,9
3281,elysee bakery,49,3.6,(310) 208-6505,1099 gayley ave,90024,,1
3282,all india cafe,51,4.1,(310) 442-5250,12113 santa monica blvd,90025,indian,4
3283,chin chin,49,3.4,(310) 248-5252,206 s beverly dr,90212,"asian,chinese,dim sum",2
3284,boulevard burgers,62,4.0,(818) 703-6005,21718 ventura blvd,91364,burger,3
3285,xi'an,75,3.8,(310) 275-3345,362 n canon dr,90210,"asian,chinese,vegetarian",1
3286,bea's bakery,83,4.0,(818) 344-0100,18450 clark st,91356,desserts,2
3287,chico's,62,4.2,(323) 254-2445,100 n ave 50,90042,mexican,2
3288,hayat's kitchen,45,4.1,(818) 761-4656,11009 burbank blvd. suite 117,91601,middle eastern,5
3290,the bunker hill bar & grill,14,3.1,(213) 688-2988,601 west 5th street suite r201,90071,"american,asian",4
3291,seoul sausage company,40,4.1,(310) 477-7739,11313 mississippi ave,90025,korean,3
3292,ocho mexican grill,30,3.4,(888) 988-6246,630 w 6th st ste 110a,90017,mexican,3
3293,baja fresh mexican grill,24,3.2,(818) 762-7326,10760 riverside dr,91602,"fast food,mexican,tex-mex",2
3294,the must,34,3.5,(213) 628-2000,117 winston st los angeles,90013,,1
3295,otomisan,41,3.7,(323) 526-1150,2506 1/2 e 1st st los angeles,90033,japanese,1
3296,skaf's grill,60,4.2,(818) 985-5701,6008 laurel canyon blvd,91606,"middle eastern,lebanese",2
3297,hamburger haven,25,3.2,(310) 659-8796,8954 santa monica blvd,90069,burger,5
3298,sushi park,28,3.5,(310) 652-0523,8539 sunset blvd,90069,japanese,1
3299,steingarten,48,3.4,(310) 441-0441,10543 w pico blvd,90064,german,2
3301,candela taco bar and lounge,28,3.2,(323) 936-0533,831 s la brea ave,90036,"mexican,tex-mex",2
3302,figaro bistrot,204,3.6,(323) 662-1587,1802 n vermont ave,90027,french,8
3303,willie jane,9,3.2,(310) 392-2425,1031 abbot kinney blvd,90291,"american,southern",0
3304,rose and vine,5,3.1,(323) 962-6369,724 vine st los angeles,90038,american,0
3305,tomodachi sushi,72,3.7,(310) 824-8805,10975 weyburn ave,90024,"japanese,sushi",2
3306,sushi mon,39,3.6,(310) 246-9230,8562 w 3rd st los angeles,90048,sushi,2
3307,t.g. express thai restaurant,53,3.7,(213) 483-8033,1906 w 3rd st los angeles,90057,thai,3
3308,italia bakery & deli,92,3.8,(818) 360-2913,11134 balboa blvd,91344,"italian,sandwich",2
3309,lady m confections,5,2.9,(424) 279-9495,8718 west 3rd street,90048,"desserts,sandwich,armenian",0
3310,whipp'd la,16,3.3,(323) 300-4722,7901 santa monica boulevard,90046,desserts,0
3311,silverlake ramen,21,3.4,(323) 660-8100,2927 w sunset blvd,90026,"asian,japanese",2
3312,nishimura,42,3.5,(310) 659-4770,8684 melrose ave,90069,"japanese,sushi",1
3313,wokcano,116,3.5,(213) 623-2288,800 w 7th st los angeles,90017,"asian,sushi",9
3314,the original pantry cafe,509,3.6,(213) 972-9279,877 s figueroa st los angeles,90017,"american,breakfastdiner",29
3315,stout,29,3.2,(818) 505-0076,11262 ventura blvd,91604,"american,burger",3
3316,quickies pizza & subs,41,3.6,(818) 760-6699,4362 laurel canyon blvd,91604,"burger,pizza,sandwich",3
3317,farmer boys,58,3.5,(213) 228-8999,726 s alameda st los angeles,90021,"american,burger,fast food",2
3319,weho bistro,30,3.4,(310) 657-9696,1040 n la cienega,90069,"breakfasteuropean,french",3
3320,little siam,34,3.5,(818) 340-6462,22811 saticoy st,91304,thai,3
3323,islands,42,3.6,(310) 670-8580,6081 center dr fl 1,90045,"american,burger,sandwich",1
3324,ondal 2,24,3.6,(323) 933-3228,4566 w washington blvd,90016,korean,0
3326,pizza buona,88,4.0,(213) 413-0800,2100 w sunset blvd,90026,"italian,pizza",4
3327,simply thai,50,3.8,(323) 665-6958,1850 hillhurst ave,90027,thai,4
3328,big tomy's,51,4.3,(310) 479-0601,11289 w pico blvd,90064,"american,burger,mexican",2
3329,bar covell,25,3.5,(323) 660-4400,4628 hollywood blvd,90027,,2
3330,sushi mashiko,69,3.7,(310) 280-0198,10726 jefferson blvd,90230,"japanese,sushi",2
3331,meze,13,2.9,(323) 912-1111,2662 griffith park blvd,90039,"greek,mediterranean,middle eastern",3
3332,dickey's barbecue pit,18,3.3,(818) 527-2271,9035 reseda blvd,91324,fast food,2
3333,stumptown coffee roasters,8,3.0,(213) 337-0936,806 south santa fe ave,90021,coffee and tea,0
3334,giamela's submarine sandwiches,79,4.4,(818) 352-2285,8728 foothill blvd,91040,sandwich,5
3335,koda sushi,50,3.3,(323) 663-1048,3719 w sunset blvd,90026,"japanese,sushi",2
3336,bao dim sum house,88,4.0,(323) 655-6556,8256 beverly blvd.,90048,"asian,chinese,dim sum",9
3337,sprazzo cucina italiana,56,3.5,(310) 479-3337,1389 westwood blvd,90024,italian,3
3338,the coffee roaster,19,3.2,(818) 905-9719,13567 ventura blvd,91423,"coffee and tea,tea",4
3339,peru's taste,135,3.9,(818) 708-7061,8246 louise ave,91325,"latin american,peruvian",3
3340,baltaire,11,2.7,(424) 273-1660,11647 san vicente blvd,90049,steakhouse,3
3341,te'kila,36,3.5,(323) 960-2404,6541 hollywood blvd,90028,mexican,3
3342,la mascota bakery,56,4.3,(323) 263-5513,2715 whittier blvd,90023,mexican,5
3343,library bar at the roosevelt hotel,23,3.3,(323) 466-7000,7000 hollywood blvd,90028,,0
3344,d-town burger bar,79,3.7,(213) 228-0022,216 w 6th st los angeles,90014,"burger,diner",1
3346,all'acqua,14,3.2,(323) 663-3280,3280 glendale blvd,90039,"italian,pizza",1
3347,craft,202,3.7,(310) 279-4180,10100 constellation blvd,90067,american,14
3349,capriotti's sandwich shop,48,4.2,(310) 858-1383,9683 wilshire blvd,90212,"italian,sandwich",2
3350,wexler's deli,14,3.4,(213) 624-2378,317 s broadway,90013,"sandwich,deli",0
3351,sweet cherries diner,20,3.4,(818) 353-0465,8236 foothill blvd.,91040,diner,7
3352,la maison du pain,32,3.5,(323) 934-5858,5373 w pico blvd,90019,french,3
3353,tofu ya,36,3.5,(310) 473-2627,2021 sawtelle boulevard,90025,korean,2
3354,poppy + rose,6,2.9,(213) 995-7799,765 wall st los angeles,90014,healthy food,2
3355,vibrato grill jazz ... etc.,59,3.5,(310) 474-9400,2930 n beverly glen cir,90077,"american,steakhouse",1
3356,fuddruckers,33,3.4,(818) 995-4552,15301 ventura blvd,91403,"american,breakfastburger",3
3357,kc's cafe,33,3.5,(310) 348-9697,8320 lincoln blvd,90045,french,5
3358,chosun galbee,191,3.7,(323) 734-3330,3330 w olympic blvd,90019,"asian,korean",4
3359,greenview thai,40,3.5,(310) 571-3229,11870 santa monica blvd #107,90025,thai,3
3360,rascal,17,3.2,(323) 933-3229,801 s la brea ave,90036,sandwich,2
3361,don chow tacos,36,3.6,(626) 502-8328,location varies,90069,"chinese,mexican",2
3362,birrieria chalio,79,3.8,(323) 268-5349,3580 e 1st st los angeles,90063,mexican,4
3363,frosty queen,101,4.1,(818) 363-6644,17603 chatsworth st,91344,"burger,desserts",2
3364,tip top hamburger,70,4.0,(818) 894-3835,8612 woodman ave,91331,burger,4
3365,mogo's,48,3.6,(818) 783-6646,4454 van nuys blvd,91403,"asian,bbq,chinese",1
3366,the manila machine,25,3.7,not available,924 w washington blvd,90015,"asian,filipino",0
3367,el pollo amigo,132,4.0,(818) 710-9600,23715 vanowen st,91307,mexican,3
3368,heywood: a grilled cheese shop,25,3.4,(323) 667-1522,3337 w sunset blvd,90026,"sandwich,vegetarian",1
3369,malo,280,3.6,(323) 664-1011,4326 w sunset blvd,90029,mexican,5
3370,adrian's trattoria,43,3.6,(818) 881-1846,17709 vanowen st,91335,"european,italian,pizza",4
3371,moun of tunis,28,3.2,(323) 874-3333,7445 w sunset blvd,90046,"african,middle eastern,moroccan",2
3372,wirin thai,81,3.8,(310) 397-1721,2308 lincoln blvd,90291,thai,4
3373,golden city,31,3.6,(213) 253-2660,960 n hill st los angeles,90012,chinese,5
3374,the slaw dogs,24,3.3,(818) 887-8882,19801 ventura blvd.,91364,"american,burger",1
3376,jack's classic hamburgers,37,3.7,(818) 761-4599,11375 riverside dr,91602,burger,4
3379,ajisai,37,3.6,(310) 652-7014,809 n palm ave,90069,japanese,3
3380,the odyssey restaurant and event center,89,3.5,(818) 366-6444,15600 odyssey dr,91344,"american,breakfaststeakhouse",18
3381,vinny's pizza,166,4.2,(310) 641-8666,8412 lincoln blvd,90045,pizza,2
3382,el paseo inn,18,3.1,(213) 626-1361,11 olvera st los angeles,90012,mexican,2
3383,bad sushi,46,3.6,(310) 479-4910,11617 santa monica blvd,90025,"japanese,sushi",4
3384,leelin bakery & cafe,17,3.3,(213) 382-2351,209 s vermont ave,90004,filipino,0
3386,pok pok phat thai,8,3.2,(213) 628-3071,727 n broadway,90012,thai,0
3387,aladin sweets & market,25,3.4,(213) 382-9592,139 s vermont ave,90004,indian,2
3388,amir's falafel,48,3.8,(818) 509-8641,11711 ventura blvd,91604,middle eastern,2
3389,blue plate oysterette,8,3.2,(323) 656-5474,8048 w 3rd st los angeles,90048,seafood,1
3390,oki-dog,45,4.2,(323) 938-4369,5056 w pico blvd,90019,"american,mexican",1
3391,sqirl,68,4.5,(213) 394-6526,720 n. virgil ave. no. 4,90029,breakfastcoffee and tea,8
3392,tawanna thai,41,3.4,(323) 939-2450,6236 wilshire blvd,90048,thai,3
3393,the oinkster,8,3.0,(323) 536-9248,776 vine st los angeles,90038,"burger,sandwich",0
3394,the rack,52,3.3,(818) 716-0123,6100 topanga canyon blvd,91367,"american,pizza,bar food",5
3395,ocha classic,56,3.6,(213) 383-4249,835 s vermont ave,90005,"chinese,thai",3
3396,athenian grill,44,3.6,(818) 345-8445,7042 reseda blvd,91335,"greek,mediterranean",2
3397,rive gauche cafe lounge,56,3.5,(818) 990-3573,14106 ventura blvd,91423,"french,italian",4
3398,mosto enoteca,55,3.7,(310) 821-3035,517 washington blvd,90292,italian,3
3399,sakura house,91,3.8,(310) 306-7010,13362 w washington blvd,90066,japanese,2
3400,mauro cafe at fred segal,5,3.0,(323) 653-2874,8112 melrose ave,90046,italian,0
3401,brownstone pizzeria,81,4.0,(323) 257-4992,2108 colorado blvd.,90041,italian,2
3402,kokekokko,75,3.7,(213) 687-0690,123 s onizuka st ste 203,90012,japanese,9
3403,my hero submarine sandwich,118,3.9,(818) 349-4255,9514 reseda blvd,91324,sandwich,3
3404,full house seafood,62,3.6,(213) 617-8382,963 n hill st los angeles,90012,"chinese,seafood",3
3405,chinese garden,45,4.0,(323) 722-6484,856 n garfield ave,90640,chinese,2
3406,falafel palace,64,3.8,(818) 993-0734,9255 reseda blvd,91324,"greek,mediterranean,vegetarian",5
3407,joss cuisine,27,3.4,(310) 277-3888,9919 s. santa monica blvd,90212,chinese,6
3408,fresh in the box,38,3.6,(310) 301-9100,13354 w washington blvd,90066,"asian,japanese,sushi",3
3409,carmine's,60,3.5,(310) 441-4706,10463 santa monica blvd,90025,italian,2
3410,lucy's drive thru,25,3.3,(213) 384-0721,1568 w pico blvd,90015,"american,mexican",1
3411,koffea,26,3.3,(213) 427-1441,610 s berendo st los angeles,90005,"coffee and tea,desserts,korean",0
3412,north end pizzeria,14,3.1,(310) 207-5900,11628 santa monica blvd suite 10,90025,"italian,pizza",2
3413,katana,208,3.7,(323) 650-8585,8439 w sunset blvd,90069,japanese,9
3414,barton g. restaurant,7,2.7,(310) 388-1888,861 n la cienega blvd,90069,american,2
3415,ari-ya,93,3.6,(310) 854-6212,8730 santa monica blvd,90069,"japanese,sushi",2
3417,frootsii,30,3.4,(818) 626-9211,9843 topanga blvd,91311,"coffee and tea,desserts,california",3
3418,pagoda inn,51,3.4,(818) 368-0299,19348 rinaldi st,91326,chinese,4
3419,essential chocolate desserts,27,3.4,(310) 287-0699,10868 washington blvd,90232,"coffee and tea,desserts",1
3420,swingin door bbq,60,3.7,(818) 763-8996,11018 vanowen st,91605,"american,bbq",3
3421,eat well,41,3.3,(323) 656-1383,8252 santa monica blvd,90046,"american,coffee and tea,mexican",2
3422,valley inn restaurant and bar,52,3.4,(818) 784-1163,4557 sherman oaks ave,91403,american,3
3423,daikokuya,11,3.3,(310) 575-4999,2208 sawtelle boulevard,90064,japanese,2
3424,hugo's,222,3.7,(323) 654-3993,8401 santa monica blvd,90069,breakfastvegetarian,13
3425,lawry's the prime rib,558,3.6,(310) 652-2827,100 n la cienega blvd,90211,"american,steakhouse",21
3426,"philippe, the original",1363,4.2,(213) 628-3781,1001 n alameda st los angeles,90012,breakfastsandwich,81
3427,bollywood bites,53,3.5,(310) 824-1046,1051 gayley ave,90024,indian,3
3428,hansen's cakes,29,3.4,(323) 936-5527,1072 s fairfax ave,90019,,4
3429,todai,71,3.4,(818) 883-8082,20401 ventura blvd,91364,"japanese,sushi",3
3430,taste of india,64,3.5,(818) 999-0600,21833 ventura blvd,91364,indian,1
3431,tulip cafe,47,4.0,(213) 622-5621,628 st vincent ct,90014,mediterranean,2
3432,cafe home,4,3.1,(213) 383-0102,3377 wilshire blvd,90010,korean,0
3433,salomi,64,3.4,(818) 506-0130,5225 lankershim blvd,91601,"indian,vegetarian",2
3434,oaks gourmet market,54,3.7,(323) 871-8894,1915 n bronson ave,90068,"breakfastpizza,sandwich",2
3435,dune kitchen,6,3.2,(323) 486-7073,3143 glendale blvd,90039,mediterranean,2
3437,urban masala,18,3.0,(323) 957-9999,6554 hollywood blvd,90028,"fast food,indian,vegetarian",5
3438,jersey mike's subs,68,3.6,(818) 343-0371,19458 ventura blvd,91356,sandwich,1
3439,atwater village tavern,6,2.7,(323) 644-0605,3218 glendale boulevard,90039,"burger,mexican",0
3440,california donuts,9,3.2,(323) 871-0778,5753 hollywood blvd,90028,,1
3441,mom's tamales,41,3.6,(323) 226-9383,3328 pasadena ave,90031,mexican,2
3442,jumpin' java kitchen,49,3.8,(818) 980-4249,11919 ventura blvd,91604,"american,breakfastmediterranean",1
3443,i panini di ambra,14,3.3,(323) 463-1200,5633 hollywood blvd,90028,"italian,pizza",2
3444,noah's bagels,14,3.0,(323) 466-2924,250 n larchmont blvd,90004,,1
3445,agra's tandori indian restaurant,23,3.4,(818) 342-2290,19560 ventura blvd,91356,"indian,seafood",4
3446,wakasan food service,14,3.2,(310) 446-5241,1929 westwood blvd,90025,asian,1
3448,carney's,232,4.2,(323) 654-8300,8351 w sunset blvd,90069,burger,16
3449,house of korea,8,2.4,(213) 626-0554,333 s alameda st ste 312,90013,"bbq,korean",2
3450,sunset deli,38,3.7,(310) 275-8010,8961 w sunset blvd,90069,sandwich,4
3451,shalimar cuisine of india,67,3.5,(818) 225-7794,23011 ventura blvd,91364,indian,2
3453,cruzer pizza,43,3.6,(323) 666-0600,4449 prospect ave.,90027,pizza,4
3454,habibi cafe,60,2.5,(310) 824-2277,923 broxton ave,90024,middle eastern,3
3455,takamaru,43,3.6,(323) 782-0181,8474 w 3rd st los angeles,90048,"japanese,sushi",2
3456,the eveleigh,153,4.0,(424) 239-1630,8752 sunset blvd,90069,,8
3457,south beverly grill,171,3.8,(310) 550-0242,122 south beverly dr,90212,american,8
3458,the counter,324,3.9,(310) 827-8600,4786 admiralty way,90292,burger,7
3459,stk,226,3.7,(310) 659-3535,755 n la cienega blvd,90069,"international,seafood,steakhouse",14
3460,porto's bakery & cafe,182,4.2,(562) 862-8888,8233 firestone boulevard,90241,breakfastcuban,10
3461,soot bull jeep,220,3.8,(213) 387-3865,3136 w 8th st los angeles,90005,"asian,bbq,korean",8
3462,zankou chicken,348,3.9,(323) 665-7842,5065 w sunset blvd,90027,"fast food,armenian",6
3463,primitivo wine bistro,191,3.6,(310) 396-5353,1025 abbot kinney blvd,90291,"mediterranean,spanish",10
3464,diddy riese cookies,1369,4.3,(310) 208-0448,926 broxton ave,90024,desserts,39
3465,casa vega,265,3.6,(818) 788-4868,13301 ventura blvd,91423,mexican,21
3466,la brea bakery,89,3.7,(323) 939-6813,468 s la brea ave,90036,coffee and tea,4
3467,water grill,192,3.6,(213) 891-0900,544 s grand ave,90013,seafood,5
3468,ink.sack,109,4.7,(323) 655-7225,8360 melrose ave,90069,"american,fast food,sandwich",10
3469,luna park,185,3.7,(323) 934-2110,672 s la brea ave,90036,american,11
3470,rutt's hawaiian cafe & catering,253,4.0,(310) 398-6326,12114 w washington blvd,90066,breakfasthawaiian,14
3471,superba snack bar,99,3.8,(310) 399-6400,533 rose ave,90291,"italian,california",5
3472,messhall,74,3.9,(323) 660-6377,4500 los feliz blvd,90027,,5
3473,pine & crane,19,3.4,(323) 668-1128,1521 griffith park blvd,90026,chinese,5
3474,california pizza kitchen,52,3.6,(213) 228-8500,735 s figueroa st los angeles,90017,"fast food,california",5
3475,the ivy,318,3.6,(310) 274-8303,113 n robertson blvd,90048,"american,california",34
3476,go get em tiger,12,3.4,(323) 380-5359,230 north larchmont boulevard,90004,coffee and tea,4
3477,yamato westwood,495,3.7,(310) 208-0100,1099 westwood blvd,90024,"japanese,sushi",17
3478,guisados,96,4.8,(323) 264-7201,2100 e. cesar e chavez ave.,90033,"latin american,mexican",9
3479,baby blues bbq,226,3.9,(323) 656-1277,7953 santa monica blvd,90046,bbq,6
3480,el coyote,161,3.4,(323) 939-2255,7312 beverly blvd,90036,mexican,21
3481,the addiction bistro,69,3.7,(323) 203-1793,408 n la cienega blvd,90048,"burger,german",11
3482,frida mexican cuisine,101,3.5,(310) 278-7666,236 s beverly dr,90212,mexican,6
3483,villa blanca restaurant,194,3.5,(310) 859-7600,9601 brighton way,90210,"asian,italian,mediterranean",17
3484,don antonio's,477,3.8,(310) 312-2090,11755 w pico blvd,90064,mexican,14
3485,killer shrimp,162,3.7,(310) 578-2293,4211 admiralty way,90292,"american,seafood,california",17
3486,kogi korean bbq,528,4.2,not available,location varies,90066,korean,24
3487,cafe beaujolais,374,4.3,(323) 255-5111,1712 colorado blvd,90041,french,9
3488,amandine patissiere,94,3.9,(310) 979-3211,12225 wilshire blvd,90025,,4
3489,rahel ethiopian vegan cuisine,80,3.7,(323) 937-8401,1047 s fairfax ave,90019,"african,ethiopian,vegetarian",6
3490,hugo's,294,3.8,(818) 761-8985,12851 riverside dr studio city,91607,breakfastvegetarian,11
3491,swingers,120,3.6,(323) 653-5858,8020 beverly blvd,90048,"american,diner",9
3492,casa sanchez,202,4.0,(310) 397-9999,4500 s centinela ave,90066,"american,mexican,spanish",15
3493,tgi fridays,37,3.4,(818) 888-2617,5920 canoga ave,91367,american,3
