custom_id,brand,modelno,title,price,descr,dimensions,shipweight
1082,Garmin,GPSMAP 78S,Garmin GPSMAP 78S 010-00864-01 Marine GPS Navigator and World Wide Chartplotter,399.88,2.6  LCD color display High-sensitivity GPS receiver Waterproof,6.9 x 5.4 x 2.3 inches,0.8
1083,BIC,GRE11-BLU,BIC Grip Roller Pen 0.7mm Blue 1-Dozen,10.99,Blue ink Rounded barrel Metal clip,5.5 x 2.75 x 1.44 inches,0.5
1084,Discgear,4310-01,Discgear 50-Disc Browser Black Gray,37.88,Easily find any disc in seconds Patented pockets protect each disc from scratches Includes free literature album to hold liner notes DVD covers,8.9 x 8.5 x 7.6 inches,2.65
1085,Generic,WPP-70,Wood Push Pin,0,Easy to use Great for offices,4.409 x 2.519 x 0.866 inches,
1086,Rubbermaid Commercial,Q760,Rubbermaid Commercial 48-72 Quick-Connect Ergo Adjustable Handle,15.97,,47.75 x 7.5 x 2.5 inches,1.04
1087,Peerless,,Peerless Dual Screen Cartridge for FPZ-600,133.99,This accessory allows you to mount multiple plasma screens two with one on top of the other or four back to back on the FPZ-600 Plasma Display Floor Stand.,,12.06
1088,Adams,SC1153WS,Adams Business Forms Write n Stick Phone Message Pad 5-1 4 x 2-3 4 2-Part Carbonless 200 Forms,5.94,Spiral bound message pad Makes carbonless copies Repositionable adhesive for posting notes,,0.509
1089,Oxford,53434,Oxford 1 2  Twin-Pocket Portfolio Hunter Green,35.94,Linen twin-pocket portfolio Business card holder Linen paper,,2.981
1090,Case Logic,154709,Case Logic 16,15.99,Case Logic 16  screens Expansion slits display a touch of complementary color Front pocket expands to comfortably carry power cords a mouse or other accessories Internal pockets help organize your essentials Designated loops keep your pens and keys securely in place and easy to locate Convenient slip pocket on the back of the attach is ideal for magazines or files Carrying options include a top handle and shoulder strap Available in Asia Pacific Europe Latin America US,16.5 x 13.0 x 4.0 inches,1.33
1091,Serif,WPEUSDVDRT,Serif WebPlus Essentials,44.82,Customizable templates Easily add photo galleries stream music and more Learning Zone has tutorials,7.08 x 5.04 x 0.05 inches,0.18
1092,HON,682LP,HON 600 Series Two-Drawer Lateral File Black,449.94,36 D Steel lateral file with interlocking drawers Adjustable hang rails,36.0 x 28.375 x 19.25 inches,132.0
1093,OCZ Technologies,OCZSSD22VTXE60G,OCZ Technology Vertex 2 60GB 2.5  SATA II Solid State Drive,119.98,Maximum Read Speed Up to 285MB s Maximum Write Speed Up to 275MB s Compatible with Windows XP Vista 7 Mac OS X and Linux,6.0 x 5.0 x 0.8 inches,0.45
1094,Crown,WCRPLPDW,Crown Clean Step Dirt Grabber Mat 60-Sheet Refill Pad 4 ct,269.97,,32.0 x 26.0 x 1.0 inches,12.0
1095,,P240P,Magna Visual Magnetic Adhesive Tape,51.95,Peel-and-stick adhesive Soft magnetic backing material to avoid surface damage Easy to cut and trim,,5.047
1096,MOTOROLA,89452N,Motorola XOOM Power Supply,14.88,Portable for travel Charges Motorola XOOM tablet PC Great to keep as a spare,3.069 x 1.97 x 1.094 inches,0.35
1097,SIIG,JU-SA0C12-S1,SIIG 2.5  USB 2.0 to SATA Hard Drive Enclosure,12.88,Quickly adds more storage space Portable compact and lightweight Supports Hi-Speed USB 2.0 data transfer rates up to 480Mbps,7.0 x 5.0 x 1.5 inches,0.46
1098,Bower,Bower SCB950,Bower Pro Series Case for SLRs DSLRs,18.98,For cameras with zoom up to 85mm Adjustable padded main compartment 3 zippered outer accessory pockets,7.5 x 7.5 x 6.0 inches,1.0
1099,PC Treasures,7485,PC Treasures 15  SlipIt Laptop Case Purple,18,Comfortably fits your standard 15  laptop Double zippers for easy use 2 outside zippered pockets,16.0 x 10.0 x 1.0 inches,1.5
1100,Philips,SA3ARA08K/37,Philips GoGear Ariaz MP3 Player,78.88,2.4  color LCD display Voice recorder Includes sound isolating earbuds,3.62 x 2.04 x 0.35 inches,1.2
1101,RCA,AH746R,RCA 6 Y-Adapter for Dual 3.5mm Jacks,8.88,Connects 2 headphones to a single 3.5mm jack Great for MP3 players or other portable audio devices Cable Length 6,7.0 x 5.0 x 2.0 inches,2.7
1102,Lenovo,0806E2U,Lenovo Black ThinkCentre M70E Desktop PC with Intel Core 2 Duo E7500 Processor 320GB Hard Drive and Windows 7 Professional Monitor Not Included,549,Intel Core 2 Duo E7500 processor 3GB memory 320GB hard drive SuperMulti DL DVD -RW Driver Windows 7 Professional,20.8 x 19.0 x 11.0 inches,22.18
1103,IOGEAR,GCS62,Iogear MiniView Micro KVM Switch,25.88,Use one keyboard monitor and mouse to control two computers 6 feet long,72.0 x 4.0 x 1.0 inches,1.3
1104,Lexmark,10N0026,Lexmark 26 Color Print Cartridge 10N0026,34.97,Precision color ink cartridge Clean Hands cartridge design shelf life 2 years yield 275 pages at 15 coverage,3.0 x 1.75 x 1.6 inches,0.1
1105,TomTom,9N00.181,TomTom ONE Carry Case,19.96,Offers protection from bumps and scratches,3.5 x 1.93 x 1.15 inches,0.15
1106,Penpower,SWTAB0001,Penpower Tooya Pro USB Graphics Tablet,89.88,Extremely slim and light the Penpower Tooya Pro USB Graphics Tablet features a stylish design that fits elegantly in any home or office,14.4 x 13.3 x 3.1 inches,3.0
1107,Eveready,A91BP-24HT,Eveready Gold Alkaline AA Batteries 24-Pack,15.82,For devices that require heavy current and continuous use.,1.98 x 0.57 x 0.57 inches,32.9
1108,MICRONET,FDB16U2,Micronet 16GB Fantom DataBank Flash Drive FDB16U2 Black,27.88,Capacity 16GB Small and portable Plug and play installation,5.75 x 3.9 x 0.75 inches,0.05
1109,Microsoft,RVF-00001,Microsoft Arc Touch Mouse,57.88,BlueTrack Technology Curved design for comfort 2.4GHz wireless USB nano transceiver,6.75 x 4.25 x 1.5 inches,0.46
1110,TomTom,1EN501902,TomToim VIA 1505T,179.95,5  LCD widescreen 480 x 272 pixels Spoken street names Advanced Lane Guidance,7.0 x 6.9 x 1.9 inches,1.1
1111,Pyle,PLIPG1,Pyle iPod 3.5mm Stereo To RCA Adapter,6.54,Allows direct connection of any headphone equipped audio device to your existing RCAs on the head unit  Easily mounted under dash for convenience Includes stereo 3.5mm audio cable,6.4 x 5.2 x 0.9 inches,0.1
1112,Corsair,VS4GBKIT667D2,Corsair Value Select 4GB DDR2 SDRAM Memory Module - VS4GBKIT667D2,66.82,Corsair Value Select 4GB DDR2 SDRAM Memory Module Memory Technology DDR2 SDRAM Form Factor 240-pin Memory Speed 667MHz Number of Modules 2 x 2GB,11.1 x 8.1 x 4.7 inches,6.85
1113,Kingston,KVR800D2N5/1G,Kingston KVR800D2N5 1G ValueRAM 1GB DDR2-800 240-pin SDRAM Desktop Memory Module,20.92,240-pin form factor  800MHz memory speed,5.49 x 1.71 x 0.45 inches,0.05
1114,Avery,5376,Avery 5376 Perforated Business Card,18.98,Ivory business card  For use with laser printers  Ultra-fine perforated edges.  Heavyweight cardstock  250 count,10.13 x 8.1 x 0.23 inches,0.82
1115,iFrogz,EPWBMICWALNUT,ifrogz EP Timbre in Walnut with Mic,34.82,Natural wood chamber for superb sound quality Clean bass outstanding audio timbre High-definition microphone,5.9 x 3.8 x 0.7 inches,0.1
1116,Draper,111332,Draper Matte White Signature Series E Electric Screen  - HDTV 161 diagonal,2421.45,Signature Series E ceiling-recessed electric projection screen. Independently motorized aluminum ceiling closure disappears into the white case when screen is lowered. Hinges are completely concealed. The closure is supported for its entire length preventing the possibility of sag. Features -Clean appearance of a ceiling-recessed screen..-Black borders standard on all formats optional on AV ..-Depending on surface available in sizes through 16 x 16 and 240 NTSC..-Custom sizes available..-Warranted for one year against defects in materials and workmanship.. Screen Material Matte White The standard to which all other screen surfaces are compared. Matt white vinyl reflective surface laminated to tear-resistant woven textile base. A matt white surface diffuses projected light in all directions so the image can be seen from any angle. Provides accurate color rendition as well as superior clarity. Recommended for use with all high light output projection devices. Requires control of ambient light in the audience area. Washable flame and mildew resistant. Peak gain 1.0.,,206.0
1117,Draper,253048,Draper M2500 ShadowBox Clarion Fixed Frame Screen - 162 diagonal NTSC Format,1470.99,Viewing surface snaps to the back of a 1-1 2 extruded aluminum frame with a black powder coat finish. The frame is visible and serves as a black border around the perimeter of the image area. Features -Add optional velvety black textile Vel-Tex to eliminate reflections on frame..-Surface is stretched taut providing a flat viewing surface with a trim finished appearance..-Depending on surface available in sizes through 10 x 10 or 15 NTSC..-Custom sizes available..-Warranted for one year against defects in materials and workmanship.. Screen Material M2500 Higher gain surface provides good black retention with accurate light colors and whites. M2500 is black-backed and tolerates a higher ambient light level in the audience area than many front projection screen surfaces. On-axis gain of 1.5.,,55.0
1118,Quartet,,Quartet Horizontal Format Planning System Porcelain 36 x 24 White Aluminum Frame,199.09,NOTE All Whiteboards with dimensions smaller than 3 x 4 will ship Small Parcel. All boards 3 x 4 or larger will ship Truck Freight. Plan and track projects or personnel on this Prestige Plus  porcelain-on-steel dry erase board. Planner ensures exceptional performance with a top-of-the-line DuraMax  Porcelain that will not scratch or dent. The smooth Total Erase  surface will not stain or ghost ensuring clear and effective communication. The steel-backed DuraMax  Porcelain creates a magnetic surface for posting documents. Contemporary aluminum frame with full-size accessory tray. Package includes magnetic strips in blue and white a sheet of vinyl letters a roll of chart tape and Quartet  markers black blue green red and mounting hardware. Board Type Magnetic Calendar Planner Global Product Type Boards Board Width 36 in Board Height 24 in.PRODUCT DETAILS -Frame Material Aluminum. -Board Type Magnetic Calendar Planner. -Mounting Details  Easy Mount Hanging System Included. -Surface Color White. -Global Product Type Boards. -Board Width 36 in. -Frame Color Graphite Gray. -Grid Rows 18. -Board Height 24 in. Package Includes planning board with full-size accessory tray four Quartet  dry-erase markers black blue green red magnetic strips in blue and white a sheet of vinyl letters a roll of chart tape and Easy Mount hanging system.,,19.0
1119,V7,CTP1-9N,V7 Professional 16  Top Loader Laptop Case,20.88,Fits laptops up to 16  2 netted accessory pockets Padded shoulder straps and cushioned handles,16.6 x 13.5 x 2.7 inches,1.8
1120,StarTech,PCI100MMSC,Startech 100Mbps Full Low Profile Ethernet Multi Mode SC Fiber PCI Network Card PCI100MMSC,97.52,Ideal for secure setup Direct fiber means no electronic interference Easy plug and play installation,8.39 x 6.89 x 1.97 inches,0.44
1121,Da-Lite,7020,Da-Lite Pixmate 25 x 30 Shelf Large Adjustable Height Television Cart Up to 54 Height,199.99,Da-Lite s Carts give the lasting performance and quality you expect. All are designed to take the rigors of heavy use for years to come. You ll also appreciate the attention to safety with no-slip pads one-half inch safety lips and no sharp edges. Carts are standard with aircraft quality 4 casters and o-rings for smooth quiet operation and with a powder coated finish. Easy to assemble and reduces shipping costs. Black powder coated finish. Adjusts up to 54 high.,54.0 x 30.0 x 25.0 inches,65.0
1122,Polaroid,CIM-1237R,Polaroid i1237 Red 12.0MP Digital Camera w 3x Optical Zoom 2.7  LCD Display,58.88,12 megapixel resolution Polaroid zoom lens 15 scene modes,3.6 x 2.4 x 1.0 inches,0.26
1123,Gator Cases,GX-20,Gator Cases Cargo Case with Wheels,164.99,Features -Constructed of 600-Denier nylon over 0.5 plywood. -Separate lift-out storage tray. -Exterior storage pocket. -Wheels and pull-out handle as well as side lift handles. -Zipper latches. -Interior Dimensions 20.5 H x 13.75 W x 13.13 D. -Exterior Dimensions 24.5 H x 16.5 W x 15.5 D.,24.5 x 16.5 x 15.5 inches,18.0
1124,Platt,208,Platt Blow Molded Case in Black 37x 10.5 x 3.75,19.99,Features -Constructed of high-density polyethylene. -Double wall construction. -Textured exteriors resist dents cracking and scuffs. -Shells unaffected by extreme temperatures. -Field replaceable mechanical latches. -Mechanical hinge system. -Electrical insulator and impervious to chemical attack. -Filled with layers of cubed foam. -Flat cushion in the bottom and convoluted and or flat cushion in the lid. -Case comes with one handle and one latch. -One year warranty. -Interior Dimensions 6 H x 9.5 W x 3.44 D. -Exterior Dimensions 7 H x 10.5 W x 3.75 D.,10.5 x 7.0 x 3.75 inches,1.82
1125,PNY,VCGGT5201XPB,PNY GeForce GT 520 1024MB PCIe Graphics Card,59.99,Full Microsoft DirectX 11 support Blu-ray 3D support NVIDIA CUDA technology support,11.2 x 6.4 x 2.8 inches,0.9
1126,Bracketron,ORG-332-BX,Bracketron ORG-332-BX Back-It ipad 2 Back Cover-Blue Back Case Cover For Ipad 3,29.88,Low-profile precision-cut polycarbonate back to securely hold and protects the iPad 2G from scratches and scuffs Soft-touch design offers superior grip,8.0 x 7.0 x 0.5 inches,1.0
1127,COCOON INNOVATIONS,CPG51BK,Cocoon Innovations Grid-It Large Organizer for Roller Bag Black,29.99,For iPod iPhone or BlackBerry Holds items firmly in place Pocket for additional storage,15.5 x 11.0 x 0.4 inches,1.1
1128,Wilson Jones,43336,Wilson Jones Won t-Stick Flexible Poly Round Ring View Binder,7.7,3-ring binder 1 inside pocket Business card slot,,0.36
1129,Wausau Paper,22058,Wausau Paper Astrobrights Premium Poster Board Assorted or White,39.88,12 pt. Caliper acid-free Durable smooth finish Available in assorted colors or white Available in 14,,6.0
1130,Buffalo Technology,HD-LB1.5TU2,Buffalo Technology DriveStation Axis 1.5 TB USB 2.0 Desktop External Hard Drive with Buffalo Tools and Turbo PC HD-LB1.5TU2 Black,101.82,Position horizontally or vertically Boost file transfer by 180 percent with Turbo PC Time Machine compatibility,8.9 x 8.67 x 3.0 inches,3.31
1131,Channel Sources,80534,Channel Sources Defender Pro 5-in-1 2010,28,Stop virus attacks Prevent identity theft Detect and stop spyware,8.0 x 5.5 x 0.5 inches,0.25
1132,POST-IT,635YW,Post-it Notes Original Notes Canary Yellow,31.8,5 color assorted pack Self-sticking paper notes Useful reminder tool,,1.987
1133,Da-Lite,27575,Da-Lite Da-Plex Self Trimming Rear Projection Screen - 60 x 60 AV Format,2680.99,Da-Lite offers a wide range of rigid rear projection screen systems for any need ranging from corporate boardrooms to home theaters designed to provide the highest resolution and most accurate color fidelity. With Da-Lite rear projection screens viewers can enjoy bright high resolution images without turning the lights off. A Da-Lite Polacoat rear projection screen consists of a specially formulated optical coating which is deposited on a transparent glass Da-Glas or acrylic Da-Plex substrate. Da-Lite utilizes a special coating process which chemically bonds the optical layer to the substrate creating a very high degree of adhesion guaranteed not to peel or strip off. Self Trimming Factory Installed Frame Features -Eliminates the need for finish trim for fast easy installation -Built-in 1-1 2 wide molding to hide opening -Black anodized finish. Frame insert size equals screen viewing area plus 2-7 8,,255.0
1134,Da-Lite,33403,Da-Lite Matte White Model C with CSR Manual Screen - 72 x 72 AV Format,563.99,Features -The Model C with CSR is a manual wall or ceiling mounted screen with Da-Lite s Controlled Screen Return CSR ..-The CSR system ensures the quiet controlled return of the screen into the case providing optimal performance and smooth consistent operation. Screens with the CSR feature must be fully extended. There are not intermediate stopping positions..-Provides great performance and smooth operation..-Optional Floating Mounting Brackets allow the Model C to be mounted onto wall or ceiling studs and aligned left or right after installation by releasing two sets of screws..-Pull cord included.. Screen Material Matte White One of the most versatile screen surfaces and a good choice for situations when presentation material is being projected and ambient light is controllable. Its surface evenly distributes light over a wide viewing area. Colors remain bright and life-like with no shifts in hue. Flame retardant and mildew resistant. Viewing Angle 60  Gain 1.0,,45.0
1135,Da-Lite,85742,Da-Lite High Power Advantage Manual with CSR - HDTV Format 133 diagonal,1267.99,Features -Ceiling recessed manually operated screen..-Developed with the installation process in mind the Advantage  Manual Screen with Controlled Screen Return CSR provides the convenience and flexibility of installing the case and fabric roller assemblies at separate stages of construction..-A floating mounting method utilizing adjustable roller brackets is designed into the lightweight extruded aluminum case allowing the centering or offsetting of the screen..-Finished case edges provide a clean look and comfortable build-in of ceiling tiles..-The CSR system ensures the quiet controlled return of the screen into the case providing optimal performance and smooth consistent operation..-Screens with the CSR feature must be fully extended. There are not intermediate stopping positions..-Pull cord included.. Screen Material High Power A technological breakthrough providing the reflectivity and optical characteristics of a traditional glass beaded surface with the ability to clean the surface when necessary. Its smooth textured surface provides the highest gain of all front projection screen surfaces with no resolution loss. The moderate viewing angle and its ability to reflect light back along the projection axis make this surface the best choice for situations where there is a moderate amount of ambient light and the projector is placed on a table-top or in the same horizontal viewing plane as the audience. Flame retardant and mildew resistant. Viewing Angle 30  Gain 2.4,,91.0
1136,Da-Lite,73263,Da-Lite Cherry Veneer Model B Manual Screen with Matte White Fabric - 96 x 96 Video Format,446.99,Features -Veneer wrapped case fits any room decor..-Choice of seven veneer finishes light oak medium oak mahogany cherry natural walnut heritage walnut or honey maple ..-Provides dependable service and beauty.-Pull cord included.. Screen Material Matte White One of the most versatile screen surfaces and a good choice for situations when presentation material is being projected and ambient light is controllable. Its surface evenly distributes light over a wide viewing area. Colors remain bright and life-like with no shifts in hue. Flame retardant and mildew resistant. Viewing Angle 60  Gain 1.0,,31.0
1137,Elite Screens,PVR135H1,Elite Screens CineGray Prime Vision Series Fixed Frame Screen - 135 Diagonal,1069,Tension Screen Material is best for those using low contrast ratio LCD projectors in a home theater environment and need to improve picture black levels. Features -Standard Ultra-Wide 3.5 Black Velvet Trim Frame. -Screen Material Elite Screens CineGray. -Frame Trim Pro-Trim Black Velour Surfacing to absorb light overshoot. -Wall installation only. -Flat tension screen surface- -Black backed material eliminates light penetration. -Available in CineGrey 1.0 gain gray . -Easy to assemble and install in minutes. -Sliding wall mounts to ensure the installation is properly centered. -Wide projection angle. -Sizes available from 84 to 200 . -Split frame design for added protection during shipment and storage. Specifications -16 9 format. -135 diagonal. -Screen Gain 1.0. -Overall Dimensions 73 H x 124 W x 1.5 D. -3-year parts and labor manufacturer warranty. Brochure,124.0 x 73.0 x 1.5 inches,32.0
1138,Coolermaster,RR-910-HTX3-G1,Cooler Master Hyper TX 3 with Intel AMD support,19.99,3 x Direct Contact heat-pipes with aluminum fins 92mm PWM fan Fan Speed 800-2800 rpm,8.6 x 5.6 x 3.5 inches,1.35
1139,Griffin Technology,GC23073,Griffin Technology PowerJolt Plus Mobile,29.99,Mobile charger and adapter Built-in USB cable USB cable fits micro and mini USB devices,7.09 x 5.0 x 1.2 inches,0.3
1140,,,Dell 10.1  Inspiron Mini Duo iD-4495 Netbook PC with Intel Atom N570 Processor and Windows 7 Home Premium,598,Intel Atom N570 processor 2GB memory 320GB hard drive 10.1  widescreen HD multi-touch display Webcam 7-in-1 card reader Wi-Fi Windows 7 Home Premium,,
1141,Genius,31340145100,Genius LuxeMate T810 Wireless Keyboard,89.99,Total solution for home and work Works as a keyboard mouse and remote control Unique OptoTouch design makes it easy to use,19.0 x 11.0 x 2.0 inches,3.0
1142,Western Digital,WDBABV5000ABK-NESN,Western Digital Elements 500GB Portable SE Portable Hard Drive Black,71.98,Capacity 500GB Plug and play USB powered,6.69 x 5.6 x 1.94 inches,0.62
1143,HP,AR482AT,HP AR482AT Internal Blu-ray Writer,149.82,Store up to 50GB of data Media Support Double-layer - BD-R RE Interfaces Ports 1 x 7-pin Serial ATA,10.7 x 9.75 x 5.7 inches,2.62
1144,Sabrent,USB-DAAH,Sabrent Audio Video Network Adapter,64.88,Compatible with Ethernet or USB 2.0 1.1 specifications Controls up to 6 DVI displays from 1 computer Stream and share HD multimedia content,9.5 x 5.5 x 2.0 inches,1.3
1145,,AD50,Kantek Mini Sorter 2 Sections,13.47,Clear Acrylic Durable sleek and contemporary,,0.681
1146,Kodak,M531 Red,Kodak EasyShare M531 Red 14MP Digital Camera w 3x Optical Zoom 2.7  LCD Display w 50 Bonus Prints,89,14 megapixel resolution Kodak 36-108mm zoom lens 21 scene modes,3.65 x 2.2 x 0.75 inches,0.85
1147,LG,32LV2500,LG 32  ultra- slim 32LV2500,476,31.5  diagonal screen size HDMI Inputs 3 Wall mountable SIMPLINK connectivity,30.6 x 21.7 x 9.2 inches,29.2
1148,,46390,Quality Park White Redi-Strip Poly Expansion Mailers 100 per Carton,74.94,100 mailers Polypropylene Self-adhesive strip,,5.0
1149,Crown,NR0310GY,Crown Needle Rib Wipe   Scrape Polypropylene Mat 36 X 120 Gray,102.97,,38.0 x 9.0 x 9.0 inches,20.0
1150,Sony,VF67CPAM,Sony VF67CPAM Circular Polarizing Filter for 67mm  DSLR Camera Lens,116,Protects lens from scratches and dust Carl Zeiss T coating Protect your filter with included case,7.6 x 4.32 x 1.0 inches,0.3
1151,Franklin,NCS101,Webster s Spelling Corrector Plus NCS101,16.82,An electronic spell checker displaying 16 characters with rolodex databank calculator and 6 word games. Will spell correct phonetically for over 110 000 words. The 6 built-in games are Hangman User Hangman Anagrams User Anagrams Jumble and Word Builder,4.13 x 2.75 x 0.25 inches,0.3
1152,,64126,Quality Park Antistatic Fiberboard Disk Mailer White Recycled 25 Box,16.97,Protects media from bending moisture and more when shipping Self-adhesive closure Fiberboard construction,,1.931
1153,Magnavox,ZV457MG9,Magnavox DVD Recorder and 4-Head Hi-Fi Stereo VCR ZV457MG9,171.54,480P progressive scan video output producing high resolution sharper images DVD-R RW recording on either TV tuner or auxillary input source,17.12 x 12.0 x 2.5 inches,12.3
1154,,,FileMate Imagine Series M2810 USB Standard Mouse,8.98,800dpi optical sensor Navigate smoothly with precision control Color White Jet Black,,
1155,Western Digital,WD1200BEVE,Western Digital Scorpio Blue 120GB Notebook Internal Hard Drive 5400RPM EIDE 8MB Cache 100Mb s 2.5  WD1200BEVE - OEM,64.82,120GB storage capacity Internal form factor IDE EIDE host interface,8.39 x 7.19 x 2.64 inches,0.5
1156,iHome,ID9S,iHome App-Friendly Rechargeable Speaker System for iPad iPhone iPod,99.99,Rechargeable Free iHome Sleep app iHome Radio apps must buy,15.0 x 7.5 x 4.0 inches,3.0
1157,EDGE,PE189198,EDGE 256MB 1X256MB PC2700 NONECC UNBUFFERED 184 PIN DDR DIMM,13.92,Highest quality memory available lifetime warranty and double tested to ensure compatibility,9.0 x 6.0 x 3.0 inches,0.3
1158,Samsung,DVD-C500,Samsung  DVD-C500 Up-Convert DVD Player,59.99,14-bit video DAC Multi-format playback DVD DVD -R DVD -RW CD CD-R RW MP3 WMA JPEG MPEG-4,14.17 x 8.15 x 1.46 inches,4.15
1159,Draper,101183,Draper M1300 Premier Electric Screen  - NTSC 11 diagonal,1744.95,Premier electric wall or ceiling projection screen. Draper s Tab-Tensioning System holds the surface taut and wrinkle-free. Delivers outstanding picture quality. Projected image is framed by standard black masking borders at sides. Motor-in-roller is mounted on special vibration insulators so it operates smoothly and silently. Features -Now available in 16 10 and 15 9 laptop presentation formats.-Available with a ceiling trim kit for ceiling recessed installation..-12 black drop is standard..-Black case with matching endcaps..-Depending on surface available in sizes through 14 x 14 and 12 x 16 230  NTSC and 230  or 20 HDTV. See charts below for details..-With control options it can be operated from any remote location..-Custom sizes available..-Warranted for one year against defects in materials and workmanship..-Plug   Accessories section below.. Screen Material M1300 The perfect matt white diffusing surface. Extremely broad light dispersion and spectral uniformity. Panoramic viewing angle and true color rendition. Recommended for use with any type of projector in rooms where the light level can be reasonably controlled. Washable,,80.0
1160,Gear Head,WC740I,Gear Head 1.3MP Quick Webcam Pro,13.88,Gear Head 1.3MP Quick WebCam Pro,7.28 x 5.32 x 2.6 inches,2.12
1161,Draper,252017,Draper M1300 Clarion Fixed Frame Screen - 106 diagonal HDTV Format,933.95,Clarion permanently tensioned projection screen. Viewing surface is flat for perfect picture quality. Viewing surface is stretched tightly behind a beveled black aluminum frame. New design for quick assembly and flatter viewing surface--no snaps Z-Clip wall mounting brackets included to simplify installation. Features -Now available in 16 10 and 15 9 laptop presentation formats.-Viewing surface is flat and that means perfect picture quality..-The Clarion s aluminum frame forms an attractive 2 border for a clean theatre-like appearance..-Switch instantly between two projection formats with the optional Eclipse Masking System..-The fabric attaches to the frame without snaps or tools forming a perfectly smooth viewing surface..-Z-Clip wall mounting brackets included to simplify installation..-Standard black frame may be covered with velvety black Vel-Tex which virtually eliminates all reflections on the frame..-Depending on surface available in sizes through 10 x 10 or 120 x 120 or 15 NTSC..-Custom sizes available..-Warranted for one year against defects in materials and workmanship.. Screen Material M1300 The perfect matt white diffusing surface. Extremely broad light dispersion and spectral uniformity. Panoramic viewing angle and true color rendition. Recommended for use with any type of projector in rooms where the light level can be reasonably controlled. Washable,,47.0
1162,Draper,116239,Draper AT Grey Targa Acoustically Transparent Screen - 119 diagonal HDTV Format,3695.99,Targa electric projection screen. Ideal for auditoriums and lecture halls hospitals hotels churches boardrooms and conference rooms. The motor is mounted inside the roller for a trim balanced appearance. Pentagonal steel case is scratch-resistant white polyester finish with matching endcaps. Features -Now available in 16 10 and 15 9 laptop presentation formats.-Screen operates instantly at the touch of a button and stops automatically in the up and down positions..-Viewing surface can be lowered to any position at the touch of a switch..-NTSC HDTV and WideScreen format screens have black borders on all four sides.-Available with a ceiling trim kit for ceiling recessed installation..-With control options it can be operated from any remote location..-Depending on surface available in sizes through 16 x 16 and 240 NTSC..-Custom sizes available..-Warranted for one year against defects in materials and workmanship.. Screen Material AT Grey AT Grey offers the acoustical properties of our popular AT1200 while providing the best optical qualities of both Matt White and High Contrast Grey. It is unique in that it offers both a 180  viewing cone and the vivid color contrast associated with high contrast grey materials. Washable flame and mildew resistant. Available in sizes through 6 x 8 or 10 diagonal. Gain of 0.8. Not recommended for screens smaller than 80  wide when used with LCD or DLP projectors. Peak gain of 0.8.,,68.0
1163,Quartet,B243G,Quartet Prestige Bulletin Board Graphite-Blend Cork,50,Rich graphite-blend No fading   hanging system,,8.5
1164,JOBY,GP3A1EN,Joby Gorillapod SLR Zoom Tripod - Black Grey,38,9.8  adapter screw allows you to mount both cameras and professional tripod heads,12.6 x 2.7 x 2.5 inches,0.75
1165,Da-Lite,4774,Da-Lite Pixmate 22 x 32 Height Adjustable Shelf High Television Cart 50 - 54,208.99,Da-Lite s Carts give the lasting performance and quality you expect. All are designed to take the rigors of heavy use for years to come. You ll also appreciate the attention to safety with no-slip pads one-half inch safety lips and no sharp edges. Carts are standard with aircraft quality 4 casters and o-rings for smooth quiet operation and with a powder coated finish. Sloped front for easier access to monitor controls a 22 x 32 top and adjustable center shelf for components. Easy to assemble and reduces shipping costs. Black powder coated finish.,54.0 x 32.0 x 22.0 inches,69.0
1166,Polaroid,PIF-300,Polaroid 300 Instant Color Film Sheet,14.98,2.1  image size ISO 800 business card size integral color film Works with Polaroid PIC-300 instant cameras,3.5 x 2.25 x 0.75 inches,0.11
1167,Dell,,Dell Switch Black 15.6  Inspiron i15R-7223DBK Laptop PC with Intel Core i3-2310M Processor Windows 7 Home Premium with Bonus Your Choice Color Pattern Lid Bundle,578,Value Bundle Intel Core i3-2310M processor 6GB memory 640GB hard drive 15.6  HD LED display Webcam 8-in-1 card reader Wi-Fi Windows 7 Home Premium,,
1168,EP Memory,SC-SNOWSP/4G,Action Sport Drives 4GB Santa Cruz USB Snow Drive Spider,10.84,Santa Cruz Graphics with rubberized texture Neck strap attachment on USB Drive USB 2.0 high-speed interface,6.25 x 3.25 x 1.5 inches,1.5
1169,Belkin,F3U138B06,Belkin Pro Series 6 USB 2.0 5-Pin Mini-B Cable,7.88,Guarantees 100 percent compliance with current USB specifications Improves power handling with 26-Gauge power wire construction Molded-strain relief construction,6.0 x 4.0 x 1.0 inches,0.2
1170,V7,V7N2C6-25F-GRNS,V7 25 CAT6 Snagless Molded Network Patch Cable Green,9.76,Stringent specifications for reducing cross talk and system noise Maximizes your LAN speed Great for higher bandwidth applications,10.0 x 8.0 x 1.0 inches,0.3
1171,AT T,a187,AT T Prepaid GoPhone Samsung a187 with Bluetooth Blue,59.88,Dual Band GPRS Class 10 Full QWERTY Keyboard Mobile web browsing,4.31 x 2.28 x 0.39 inches,1.15
