seq1,seq2,authors_authors_jac_qgm_3_qgm_3
"d. bortner, jiawei han","j. han, dustin bortner",0.2
"d. bortner, j. han","j. han, dustin bortner",0.29411764705882354
"y. sun, xiaolei li, j. han, zhijun yin, j. lee","z. yin, jae-gil lee, x. li, jiawei han, y. sun",0.2898550724637681
"x. li, j. han, y. sun, zhijun yin, jae-gil lee","z. yin, j. lee, jiawei han, yizhou sun, xiaolei li",0.2432432432432433
"x. li, j. han, y. sun, zhijun yin, jae-gil lee","y. sun, jiawei han, z. yin, j. lee, xiaolei li",0.2898550724637681
"j. han, x. li, j. lee, yizhou sun, z. yin","zhijun yin, xiaolei li, y. sun, jiawei han, j. lee",0.29850746268656714
"z. yin, yizhou sun, jiawei han, jae-gil lee, x. li","j. lee, zhijun yin, x. li, y. sun, j. han",0.29411764705882354
"y. sun, z. yin, jiawei han, xiaolei li, jae-gil lee","x. li, zhijun yin, j. han, j. lee, y. sun",0.2608695652173913
"z. yin, jae-gil lee, x. li, j. han, yizhou sun","y. sun, zhijun yin, j. lee, jiawei han, xiaolei li",0.25675675675675674
"yizhou sun, xiaolei li, j. lee, z. yin, jiawei han","x. li, jae-gil lee, y. sun, j. han, zhijun yin",0.28378378378378377
"yizhou sun, xiaolei li, jiawei han, zhijun yin, jae-gil lee","z. yin, j. han, x. li, j. lee, y. sun",0.21333333333333332
"wenyu lu, jiawei han","j. han, wenyu lu",0.25
"wenyu lu, jiawei han","j. han, wenyu lu",0.25
"j. han, wenyu lu","wenyu lu, jiawei han",0.25
"jiawei han, w. lu","wenyu lu, jiawei han",0.28125
"wenyu lu, jiawei han","j. han, wenyu lu",0.25
"wenyu lu, j. han","jiawei han, wenyu lu",0.25
"jiawei han, w. lu","wenyu lu, jiawei han",0.28125
"j. han, wenyu lu","wenyu lu, jiawei han",0.25
"jiawei han, wenyu lu","wenyu lu, j. han",0.25
"jiawei han, wenyu lu","w. lu, jiawei han",0.28125
"w. lu, jiawei han","jiawei han, wenyu lu",0.28125
"y. sun, x. yan, jiawei han, philip s. yu","xifeng yan, y. sun, p. s. yu, j. han",0.2982456140350877
"x. yan, yizhou sun, philip s. yu, j. han","j. han, xifeng yan, y. sun, p. s. yu",0.2982456140350877
"p. s. yu, x. yan, y. sun, j. han","yizhou sun, jiawei han, xifeng yan, p. s. yu",0.2982456140350877
"yizhou sun, jiawei han, x. yan, philip s. yu","j. han, p. s. yu, x. yan, y. sun",0.2857142857142857
"y. sun, j. han, x. yan, philip s. yu","p. s. yu, xifeng yan, yizhou sun, jiawei han",0.25396825396825395
"yizhou sun, x. yan, j. han, philip s. yu","x. yan, y. sun, p. s. yu, jiawei han",0.2807017543859649
"j. han, xifeng yan, p. s. yu, yizhou sun","y. sun, j. han, x. yan, philip s. yu",0.2982456140350877
"p. s. yu, x. yan, y. sun, j. han","jiawei han, xifeng yan, yizhou sun, p. s. yu",0.2982456140350877
"j. han, chinying chaou, ghassen qadah","g. qadah, jiawei han, c. chaou",0.2280701754385965
"ghassen qadah, chinying chaou, j. han","j. han, c. chaou, g. qadah",0.29411764705882354
"ghassen qadah, chinying chaou, j. han","j. han, g. qadah, c. chaou",0.29411764705882354
"g. qadah, j. han, chinying chaou","c. chaou, jiawei han, g. qadah",0.3
"g. qadah, chinying chaou, j. han","j. han, ghassen qadah, c. chaou",0.29411764705882354
"g. qadah, j. han, chinying chaou","c. chaou, g. qadah, jiawei han",0.3
"g. qadah, chinying chaou, j. han","ghassen qadah, jiawei han, c. chaou",0.2727272727272727
"j. han, g. qadah, chinying chaou","c. chaou, ghassen qadah, j. han",0.29411764705882354
"c. chaou, g. qadah, j. han","j. han, chinying chaou, ghassen qadah",0.29411764705882354
"ghassen qadah, chinying chaou, j. han","j. han, c. chaou, g. qadah",0.29411764705882354
"g. qadah, jiawei han, c. chaou","ghassen qadah, chinying chaou, j. han",0.2727272727272727
"c. chaou, g. qadah, j. han","j. han, chinying chaou, ghassen qadah",0.29411764705882354
"xiaofei he, d. cai, j. han","j. han, deng cai, x. he",0.2380952380952381
"d. cai, j. han, x. he","xiaofei he, j. han, deng cai",0.2682926829268293
"d. cai, j. han, x. he","xiaofei he, j. han, deng cai",0.2682926829268293
"x. he, d. cai, jiawei han","j. han, x. he, deng cai",0.24390243902439024
"jiawei han, x. he, deng cai","xiaofei he, d. cai, j. han",0.2391304347826087
"d. cai, x. he, jiawei han","j. han, xiaofei he, deng cai",0.2391304347826087
"j. han, x. he, deng cai","d. cai, x. he, jiawei han",0.275
"d. cai, jiawei han, x. he","xiaofei he, j. han, deng cai",0.2391304347826087
"d. cai, x. he, j. han","xiaofei he, deng cai, jiawei han",0.2857142857142857
"xiaofei he, deng cai, j. han","d. cai, jiawei han, x. he",0.2391304347826087
"xiaofei he, d. cai, j. han","x. he, jiawei han, deng cai",0.2954545454545455
"d. cai, x. he, j. han","xiaofei he, j. han, deng cai",0.2682926829268293
"jiawei han, x. he, d. cai","deng cai, x. he, j. han",0.275
"jiawei han, x. he, d. cai","deng cai, xiaofei he, j. han",0.2391304347826087
"jiawei han, x. he, deng cai","xiaofei he, d. cai, j. han",0.2391304347826087
"xiaofei he, j. han, deng cai","d. cai, x. he, j. han",0.2682926829268293
"x. yan, jiawei han, f. zhu, b. he","xifeng yan, bin he, feida zhu, j. han",0.2857142857142857
"jiawei han, b. he, feida zhu, xifeng yan","bin he, x. yan, j. han, f. zhu",0.2413793103448276
"x. yan, jiawei han, f. zhu, b. he","bin he, xifeng yan, j. han, feida zhu",0.20689655172413796
"b. he, feida zhu, jiawei han, x. yan","xifeng yan, b. he, j. han, f. zhu",0.2727272727272727
"feida zhu, j. han, xifeng yan, b. he","x. yan, f. zhu, b. he, jiawei han",0.2962962962962963
"bin he, feida zhu, x. yan, j. han","f. zhu, jiawei han, xifeng yan, b. he",0.2413793103448276
"x. yan, b. he, feida zhu, j. han","b. he, jiawei han, xifeng yan, f. zhu",0.2727272727272727
"f. zhu, b. he, j. han, x. yan","jiawei han, xifeng yan, bin he, f. zhu",0.2830188679245283
"f. zhu, jiawei han, xifeng yan, b. he","j. han, x. yan, bin he, feida zhu",0.20689655172413796
"feida zhu, xifeng yan, j. han, bin he","x. yan, b. he, f. zhu, jiawei han",0.2413793103448276
"m. gupta, c. chen, j. tang, j. han, yizhou sun","cheng chen, y. sun, jie tang, jiawei han, manish gupta",0.2876712328767123
"liwen sun, c. cheng, x. li, d. cheung, j. han","xiang li, l. sun, jiawei han, ck cheng, dwl cheung",0.3
"jiawei han, cindy x. lin, b. zhao, bolin ding, chengxiang zhai","j. han, b. zhao, c. zhai, c. xide lin, b. ding",0.2972972972972973
"c. x. lin, chengxiang zhai, jiawei han, bo zhao, bolin ding","j. han, b. ding, b. zhao, cindy xide lin, c. zhai",0.2405063291139241
"bolin ding, chengxiang zhai, c. x. lin, j. han, bo zhao","c. zhai, bo zhao, jiawei han, b. ding, cindy xide lin",0.3
"cindy xide lin, chengxiang zhai, j. han, b. zhao, b. ding","bo zhao, bolin ding, jiawei han, c. zhai, c. x. lin",0.26582278481012656
"jiawei han, b. zhao, b. ding, c. zhai, cindy x. lin","j. han, c. xide lin, bo zhao, chengxiang zhai, bolin ding",0.2894736842105263
"t. wu, dong xin, j. han","dong xin, jiawei han, tianyi wu",0.26666666666666666
"tianyi wu, d. xin, jiawei han","t. wu, j. han, dong xin",0.2727272727272727
"t. wu, j. han, dong xin","dong xin, jiawei han, tianyi wu",0.26666666666666666
"tianyi wu, dong xin, j. han","jiawei han, t. wu, d. xin",0.21739130434782608
"d. xin, t. wu, j. han","t. wu, jiawei han, dong xin",0.3
"t. wu, dong xin, j. han","dong xin, jiawei han, tianyi wu",0.26666666666666666
"jiawei han, dong xin, t. wu","dong xin, tianyi wu, j. han",0.26666666666666666
"d. xin, t. wu, j. han","tianyi wu, dong xin, jiawei han",0.2727272727272727
"d. xin, t. wu, j. han","dong xin, jiawei han, tianyi wu",0.2222222222222222
"tianyi wu, dong xin, jiawei han","d. xin, t. wu, j. han",0.2727272727272727
"jiawei han, dong xin, t. wu","t. wu, d. xin, j. han",0.24390243902439024
"t. wu, jiawei han, dong xin","d. xin, j. han, t. wu",0.24390243902439024
"d. xin, j. han, t. wu","tianyi wu, d. xin, jiawei han",0.2325581395348837
"t. wu, jiawei han, dong xin","tianyi wu, d. xin, j. han",0.2727272727272727
"b. c. ooi, j. han, h. lu, k. lee tan","beng chin ooi, jiawei han, hongjun lu, kian l. tan",0.2753623188405797
"kian l. tan, h. lu, jiawei han, beng c. ooi","b. chin ooi, j. han, hongjun lu, k. l. tan",0.2608695652173913
"b. chin ooi, hongjun lu, j. han, k. l. tan","kian lee tan, beng c. ooi, jiawei han, h. lu",0.2054794520547945
"jiawei han, beng c. ooi, k. lee tan, h. lu","j. han, hongjun lu, b. chin ooi, kian lee tan",0.2794117647058824
"b. c. ooi, k. l. tan, jiawei han, h. lu","kian lee tan, b. chin ooi, h. lu, j. han",0.2903225806451613
"kian l. tan, h. lu, j. han, b. c. ooi","hongjun lu, kian lee tan, b. chin ooi, jiawei han",0.29850746268656714
"cheong youn, jiawei han, l. j. henschen, h-j kim","j. han, c. youn, h. kim, lawrence j.  henschen",0.3
"d. xin, j. han","jiawei han, d. xin",0.2857142857142857
"d. xin, j. han","jiawei han, d. xin",0.2857142857142857
"d. xin, jiawei han","j. han, d. xin",0.2857142857142857
"jiawei han, d. xin","d. xin, j. han",0.2857142857142857
"d. xin, j. han","jiawei han, d. xin",0.2857142857142857
"j. han, d. xin","d. xin, jiawei han",0.2857142857142857
"j. han, d. xin","d. xin, jiawei han",0.2857142857142857
"j. han, d. xin","d. xin, jiawei han",0.2857142857142857
"jiawei han, yizhou sun, tianyi wu, cuiping li","y. sun, j. han, t. wu, c. li",0.25
"tianyi wu, y. sun, cuiping li, jiawei han","y. sun, j. han, t. wu, c. li",0.2413793103448276
"j. han, t. wu, y. sun, c. li","jiawei han, cuiping li, y. sun, tianyi wu",0.2909090909090909
"y. sun, t. wu, cuiping li, jiawei han","t. wu, j. han, yizhou sun, c. li",0.2413793103448276
"cuiping li, tianyi wu, y. sun, jiawei han","j. han, t. wu, y. sun, c. li",0.2631578947368421
"jiawei han, c. li, y. sun, t. wu","cuiping li, j. han, yizhou sun, tianyi wu",0.25
"jiawei han, tianyi wu, cuiping li, y. sun","c. li, y. sun, j. han, t. wu",0.2631578947368421
"j. han, tianyi wu, yizhou sun, cuiping li","yizhou sun, c. li, t. wu, jiawei han",0.2903225806451613
"t. wu, yizhou sun, c. li, j. han","y. sun, jiawei han, tianyi wu, c. li",0.26785714285714285
"j. han, c. li, yizhou sun, tianyi wu","cuiping li, t. wu, y. sun, j. han",0.2413793103448276
"jiawei han, t. wu, y. sun, cuiping li","j. han, tianyi wu, yizhou sun, c. li",0.29310344827586204
"c. li, y. sun, j. han, t. wu","y. sun, tianyi wu, jiawei han, c. li",0.29411764705882354
"t. wu, y. sun, c. li, jiawei han","jiawei han, tianyi wu, yizhou sun, cuiping li",0.2903225806451613
"c. li, tianyi wu, j. han, y. sun","cuiping li, jiawei han, yizhou sun, t. wu",0.2258064516129032
"yizhou sun, j. han, cuiping li, t. wu","y. sun, tianyi wu, jiawei han, c. li",0.20967741935483872
"p. s. yu, x. yan, j. han, yizhou sun","jiawei han, y. sun, xifeng yan, philip s. yu",0.2380952380952381
"j. han, p. s. yu, y. sun, x. yan","yizhou sun, j. han, xifeng yan, philip s. yu",0.2982456140350877
"y. sun, p. s. yu, xifeng yan, jiawei han","j. han, x. yan, philip s. yu, yizhou sun",0.27419354838709675
"p. s. yu, xifeng yan, y. sun, jiawei han","j. han, x. yan, philip s. yu, yizhou sun",0.27419354838709675
"j. han, yizhou sun, p. s. yu, xifeng yan","jiawei han, y. sun, x. yan, philip s. yu",0.29508196721311475
"y. sun, wen-chih peng, x. yu, sangkyum kim, l. tang, jiawei han","w. peng, x. yu, lu-an tang, yizhou sun, j. han, s. kim",0.2921348314606741
"l. tang, xiao yu, y. sun, j. han, s. kim, w. peng","x. yu, yizhou sun, lu-an tang, jiawei han, wen-chih peng, sangkyum kim",0.2553191489361702
"d. xin, jiawei han, z. shao, hongyan liu","h. liu, j. han, dong xin, zheng shao",0.2419354838709677
"z. shao, d. xin, h. liu, j. han","hongyan liu, jiawei han, dong xin, z. shao",0.29310344827586204
"j. han, hongyan liu, dong xin, z. shao","h. liu, d. xin, zheng shao, jiawei han",0.25806451612903225
"j. han, zheng shao, dong xin, hongyan liu","h. liu, d. xin, j. han, z. shao",0.2857142857142857
"k. wang, y. jiang, j. xu yu, guozhu dong, j. han","yuelong jiang, jeffrey x. yu, ke wang, g. dong, jiawei han",0.273972602739726
"y. jiang, g. dong, jeffrey x. yu, jiawei han, k. wang","guozhu dong, j. xu yu, ke wang, j. han, yuelong jiang",0.2972972972972973
"yuelong jiang, guozhu dong, k. wang, j. han, jeffrey x. yu","k. wang, y. jiang, j. xu yu, g. dong, jiawei han",0.26666666666666666
"jeffrey x. yu, ke wang, y. jiang, j. han, guozhu dong","g. dong, j. xu yu, yuelong jiang, k. wang, jiawei han",0.27631578947368424
"k. wang, j. han, g. dong, y. jiang, jeffrey x. yu","jiawei han, ke wang, j. xu yu, guozhu dong, yuelong jiang",0.2727272727272727
"x. li, jiawei han, j. lee","j. han, jae-gil lee, xiaolei li",0.20833333333333331
"x. li, jiawei han, j. lee","j. han, jae-gil lee, x. li",0.2619047619047619
"j. lee, j. han, xiaolei li","x. li, j. lee, jiawei han",0.3
"jiawei han, xiaolei li, j. lee","x. li, jae-gil lee, j. han",0.23404255319148934
"x. li, jiawei han, j. lee","jae-gil lee, j. han, xiaolei li",0.23404255319148934
"j. han, jae-gil lee, xiaolei li","x. li, j. lee, jiawei han",0.20833333333333331
"j. han, jae-gil lee, xiaolei li","x. li, jiawei han, j. lee",0.20833333333333331
"j. lee, j. han, xiaolei li","x. li, jiawei han, j. lee",0.3
"x. li, j. lee, jiawei han","jiawei han, xiaolei li, jae-gil lee",0.2978723404255319
"jiawei han, jae-gil lee, x. li","x. li, j. han, j. lee",0.24390243902439024
"j. lee, jiawei han, xiaolei li","j. han, x. li, jae-gil lee",0.2826086956521739
"x. li, j. han, j. lee","j. han, jae-gil lee, xiaolei li",0.2380952380952381
"xiaolei li, j. lee, j. han","jae-gil lee, j. han, x. li",0.2926829268292683
"jae-gil lee, jiawei han, x. li","xiaolei li, j. lee, j. han",0.2127659574468085
"x. li, j. han, j. lee","j. lee, xiaolei li, jiawei han",0.25
"xiaolei li, jae-gil lee, j. han","x. li, jiawei han, j. lee",0.26666666666666666
"x. li, j. lee, jiawei han","j. han, jae-gil lee, xiaolei li",0.20833333333333331
"xifeng yan, lijie ren, ziyu guan, j. han, j. wu, n. li","z. guan, l. ren, nan li, jiawei han, x. yan, j. wu",0.273972602739726
"lijie ren, nan li, j. han, x. yan, ziyu guan, j. wu","n. li, jiawei han, j. wu, z. guan, l. ren, xifeng yan",0.2972972972972973
"dong xin, j. han, ricardo redder, j. lee, t. wu, x. li","jiawei han, jacob lee, tianyi wu, r. redder, xiaolei li, d. xin",0.2808988764044944
"j. han, j. pei, j. wang","jianyong wang, jiawei han, jian pei",0.2619047619047619
"jianyong wang, jiawei han, jian pei","j. pei, j. wang, j. han",0.2619047619047619
"jianyong wang, jiawei han, jian pei","j. pei, j. han, j. wang",0.2619047619047619
"xifeng yan, j. han, p. s. yu","j. han, philip s. yu, x. yan",0.2954545454545455
"jiawei han, x. yan, philip s. yu","p. s. yu, j. han, xifeng yan",0.22
"philip s. yu, x. yan, jiawei han","j. han, xifeng yan, p. s. yu",0.22
"j. han, p. s. yu, x. yan","jiawei han, xifeng yan, philip s. yu",0.2708333333333333
"j. han, xifeng yan, philip s. yu","p. s. yu, jiawei han, x. yan",0.22
"p. s. yu, j. han, xifeng yan","jiawei han, x. yan, philip s. yu",0.22
"philip s. yu, x. yan, jiawei han","j. han, xifeng yan, p. s. yu",0.22
"p. s. yu, jiawei han, x. yan","j. han, xifeng yan, philip s. yu",0.22
"xifeng yan, j. han, p. s. yu","x. yan, philip s. yu, jiawei han",0.2708333333333333
"j. han, xifeng yan, p. s. yu","p. s. yu, jiawei han, x. yan",0.2954545454545455
"jianyong wang, ke wang, jiawei han, g. dong, jian pei","k. wang, j. han, j. pei, guozhu dong, j. wang",0.26229508196721313
"b. zhao, q. li, jing gao, y. li, lu su, wei fan","j. gao, qi li, bo zhao, l. su, w. fan, yaliang li",0.28169014084507044
"haixun wang, b. ding, zhongyuan wang, r. jin, j. han","j. han, h. wang, bolin ding, ruoming jin, z. wang",0.2714285714285714
"jiawei han, ruoming jin, b. ding, zhongyuan wang, haixun wang","r. jin, z. wang, h. wang, bolin ding, j. han",0.22666666666666666
"b. ding, r. jin, zhongyuan wang, jiawei han, haixun wang","z. wang, ruoming jin, h. wang, j. han, bolin ding",0.2777777777777778
"zhongyuan wang, jiawei han, r. jin, bolin ding, haixun wang","z. wang, j. han, b. ding, h. wang, ruoming jin",0.2638888888888889
"b. ding, r. jin, j. han, h. wang, zhongyuan wang","z. wang, bolin ding, ruoming jin, haixun wang, jiawei han",0.25675675675675674
"jiawei han, wenyu lu, d. l. lee","d. l. lee, w. lu, j. han",0.2727272727272727
"w. lu, jiawei han, d. l. lee","wenyu lu, dik lun lee, j. han",0.20833333333333331
"d. lun lee, wenyu lu, j. han","w. lu, dik l. lee, jiawei han",0.2826086956521739
"w. lu, jiawei han, dik l. lee","dik lun lee, j. han, wenyu lu",0.22448979591836732
"dik l. lee, j. han, w. lu","w. lu, dik lun lee, jiawei han",0.2954545454545455
"w. lu, jiawei han, dik l. lee","d. l. lee, w. lu, j. han",0.2857142857142857
"wenyu lu, jiawei han, dik lun lee","j. han, d. lun lee, w. lu",0.22916666666666666
"wenyu lu, d. lun lee, j. han","jiawei han, dik lun lee, w. lu",0.25
"j. han, d. l. lee, wenyu lu","wenyu lu, jiawei han, dik lun lee",0.2653061224489796
"dik l. lee, jiawei han, w. lu","w. lu, d. l. lee, j. han",0.2857142857142857
"j. han, d. l. lee, w. lu","w. lu, dik lun lee, jiawei han",0.2222222222222222
"d. l. lee, j. han, wenyu lu","d. lun lee, w. lu, jiawei han",0.2954545454545455
"wenyu lu, jiawei han, d. l. lee","dik lun lee, j. han, wenyu lu",0.2653061224489796
"j. han, d. lun lee, w. lu","wenyu lu, dik lun lee, jiawei han",0.22916666666666666
"w. lu, dik lun lee, j. han","j. han, d. l. lee, wenyu lu",0.25
"w. lu, jiawei han, dik l. lee","j. han, d. l. lee, wenyu lu",0.23404255319148934
"j. han, d. l. lee, w. lu","w. lu, jiawei han, dik lun lee",0.2222222222222222
"zhenhui li, j. wang, j. han","z. li, jiawei han, jingjing wang",0.21739130434782608
"j. han, j. wang, zhenhui li","z. li, jingjing wang, j. han",0.2790697674418605
"z. li, j. wang, j. han","jiawei han, zhenhui li, j. wang",0.2857142857142857
"zhenhui li, j. wang, j. han","j. han, z. li, jingjing wang",0.2558139534883721
"j. wang, z. li, j. han","zhenhui li, jiawei han, j. wang",0.2790697674418605
"jiawei han, zhenhui li, j. wang","z. li, j. wang, j. han",0.2857142857142857
"z. li, jingjing wang, jiawei han","zhenhui li, j. han, j. wang",0.21739130434782608
"jiawei han, zhenhui li, jingjing wang","j. han, j. wang, z. li",0.22448979591836732
"z. li, jiawei han, jingjing wang","j. wang, z. li, j. han",0.2619047619047619
"jiawei han, zhenhui li, jingjing wang","z. li, j. han, j. wang",0.2888888888888889
"zhenhui li, j. wang, j. han","j. han, z. li, jingjing wang",0.2558139534883721
"j. han, j. wang, zhenhui li","jiawei han, z. li, jingjing wang",0.22448979591836732
"jingjing wang, z. li, jiawei han","j. han, j. wang, zhenhui li",0.22448979591836732
"zhenhui li, jingjing wang, jiawei han","j. wang, z. li, j. han",0.2888888888888889
"david lo, bolin ding, j. han","jiawei han, b. ding, david lo",0.2978723404255319
"david lo, bolin ding, jiawei han","bolin ding, j. han, d. lo",0.2978723404255319
"d. lo, bolin ding, jiawei han","b. ding, david lo, j. han",0.2888888888888889
"d. lo, bolin ding, jiawei han","b. ding, david lo, j. han",0.2888888888888889
"jiawei han, d. lo, b. ding","b. ding, david lo, j. han",0.25
"david lo, b. ding, j. han","jiawei han, david lo, bolin ding",0.2978723404255319
"bolin ding, jiawei han, david lo","d. lo, j. han, bolin ding",0.2978723404255319
"david lo, b. ding, j. han","bolin ding, j. han, d. lo",0.2857142857142857
"david lo, jiawei han, bolin ding","d. lo, b. ding, j. han",0.23404255319148934
"bolin ding, jiawei han, david lo","david lo, b. ding, j. han",0.2978723404255319
"bolin ding, j. han, david lo","d. lo, bolin ding, jiawei han",0.2978723404255319
"bolin ding, jiawei han, david lo","d. lo, j. han, bolin ding",0.2978723404255319
"k. t. anthony, h. lu, jiawei han, l. feng","j. han, hongjun lu, ling feng, k. tung anthony",0.2898550724637681
"k. t. anthony, jiawei han, l. feng, h. lu","l. feng, hongjun lu, kh tung anthony, j. han",0.29411764705882354
"j. han, c. wang","c. wang, jiawei han",0.2258064516129032
"chi wang, j. han","jiawei han, chi wang",0.25
"c. wang, jiawei han","j. han, c. wang",0.2258064516129032
"c. wang, jiawei han","j. han, c. wang",0.2258064516129032
"chi wang, jiawei han","j. han, chi wang",0.25
"j. han, c. wang","chi wang, j. han",0.25
"chi wang, j. han","j. han, c. wang",0.25
"jiawei han, chi wang","chi wang, j. han",0.25
"chi wang, j. han","jiawei han, chi wang",0.25
"j. han, chi wang","chi wang, jiawei han",0.25
"c. wang, jiawei han","j. han, c. wang",0.2258064516129032
"j. han, c. wang","c. wang, jiawei han",0.2258064516129032
"jiawei han, x. li, dong xin, x. yin","d. xin, xiaoxin yin, xiaolei li, j. han",0.2692307692307692
"j. han, dong xin, xiaolei li, xiaoxin yin","jiawei han, x. yin, d. xin, x. li",0.27450980392156865
"x. yin, jiawei han, dong xin, x. li","j. han, d. xin, xiaolei li, xiaoxin yin",0.24074074074074076
"dong xin, j. han, x. yin, x. li","xiaoxin yin, xiaolei li, jiawei han, d. xin",0.2222222222222222
"j. han, d. xin, x. yin, xiaolei li","dong xin, xiaoxin yin, x. li, jiawei han",0.2830188679245283
"dong xin, x. li, x. yin, j. han","x. yin, d. xin, jiawei han, xiaolei li",0.26
"j. cheng, y. lu, h. wu, da yan","yi lu, james cheng, d. yan, huanhuan wu",0.25
"j. cheng, h. wu, yi lu, d. yan","yi lu, james cheng, da yan, huanhuan wu",0.2962962962962963
"h. wu, da yan, y. lu, james cheng","yi lu, j. cheng, d. yan, huanhuan wu",0.25
"d. yan, huanhuan wu, y. lu, j. cheng","h. wu, d. yan, james cheng, yi lu",0.2962962962962963
"yi lu, h. wu, d. yan, j. cheng","da yan, james cheng, yi lu, huanhuan wu",0.2962962962962963
"d. yan, huanhuan wu, yi lu, james cheng","y. lu, j. cheng, d. yan, h. wu",0.2962962962962963
"da yan, y. lu, w. ng, james cheng","j. cheng, yi lu, wilfred ng, d. yan",0.25
"wilfred ng, y. lu, d. yan, james cheng","j. cheng, da yan, w. ng, yi lu",0.25
"da yan, james cheng, yi lu, wilfred ng","j. cheng, y. lu, w. ng, d. yan",0.25
"james cheng, yi lu, d. yan, w. ng","wilfred ng, da yan, j. cheng, y. lu",0.25
"w. ng, james cheng, y. lu, d. yan","y. lu, da yan, wilfred ng, j. cheng",0.2962962962962963
"d. yan, w. ng, zhou zhao","z. zhao, da yan, wilfred ng",0.2
"da yan, w. ng, z. zhao","zhou zhao, wilfred ng, da yan",0.25
"da yan, zhou zhao, w. ng","z. zhao, wilfred ng, d. yan",0.2
"z. zhao, da yan, wilfred ng","w. ng, d. yan, zhou zhao",0.2
"wilfred ng, z. zhao, da yan","da yan, w. ng, zhou zhao",0.2558139534883721
"wilfred ng, zhou zhao, da yan","da yan, w. ng, z. zhao",0.2558139534883721
"w. ng, z. zhao, d. yan","z. zhao, da yan, wilfred ng",0.2619047619047619
"z. zhao, wilfred ng, d. yan","da yan, zhou zhao, w. ng",0.2
"w. ng, z. zhao, d. yan","zhou zhao, da yan, w. ng",0.28205128205128205
"zhou zhao, wilfred ng, da yan","da yan, w. ng, z. zhao",0.25
"d. yan, z. zhao, wilfred ng","w. ng, zhou zhao, da yan",0.2
"da yan, w. ng, zhou zhao","w. ng, z. zhao, d. yan",0.2894736842105263
"d. yan, wilfred ng, z. zhao","w. ng, zhou zhao, d. yan",0.2558139534883721
"da yan, w. ng, z. zhao","wilfred ng, zhou zhao, da yan",0.2558139534883721
"d. yan, wilfred ng, zhou zhao","w. ng, z. zhao, d. yan",0.2558139534883721
"w. ng, z. zhao, d. yan","da yan, zhou zhao, w. ng",0.2894736842105263
"z. zhao, d. yan, w. ng","wilfred ng, zhou zhao, da yan",0.2
"wilfred ng, da yan, z. zhao","zhou zhao, w. ng, da yan",0.2790697674418605
"wilfred ng, da yan, z. zhao","d. yan, z. zhao, w. ng",0.2926829268292683
"w. ng, zhou zhao, d. yan","z. zhao, da yan, w. ng",0.2894736842105263
"da yan, w. ng, z. zhao","zhou zhao, da yan, wilfred ng",0.25
"z. zhao, w. ng, da yan","wilfred ng, d. yan, zhou zhao",0.2
"z. zhao, da yan, w. ng","d. yan, wilfred ng, zhou zhao",0.2
"z. zhao, d. yan, w. ng","wilfred ng, d. yan, zhou zhao",0.2857142857142857
"z. zhao, d. yan, wilfred ng","w. ng, d. yan, zhou zhao",0.2857142857142857
"w. ng, z. zhao, da yan","da yan, zhou zhao, wilfred ng",0.2558139534883721
"z. zhao, da yan, wilfred ng","w. ng, zhou zhao, d. yan",0.2
"w. ng, zhou zhao, d. yan","da yan, z. zhao, wilfred ng",0.2
"wilfred ng, d. yan, zhou zhao","w. ng, z. zhao, da yan",0.2558139534883721
"z. zhao, da yan, w. ng","wilfred ng, zhou zhao, da yan",0.2857142857142857
"da yan, w. ng, z. zhao","wilfred ng, zhou zhao, d. yan",0.2
"z. zhao, da yan, w. ng","d. yan, wilfred ng, zhou zhao",0.2
"d. yan, z. zhao, w. ng","wilfred ng, da yan, z. zhao",0.2926829268292683
"da yan, zhou zhao, wilfred ng","w. ng, z. zhao, d. yan",0.2
"d. yan, z. zhao, wilfred ng","zhou zhao, w. ng, d. yan",0.25
"z. zhao, da yan, wilfred ng","w. ng, zhou zhao, da yan",0.2857142857142857
"z. zhao, w. ng, da yan","d. yan, wilfred ng, zhou zhao",0.2
"w. ng, d. yan, zhou zhao","da yan, z. zhao, w. ng",0.2894736842105263
"da yan, zhou zhao, wilfred ng","w. ng, z. zhao, d. yan",0.2
"zhou zhao, w. ng, d. yan","d. yan, z. zhao, wilfred ng",0.25
"wilfred ng, da yan, zhou zhao","w. ng, z. zhao, d. yan",0.2558139534883721
"w. ng, zhou zhao, da yan","da yan, wilfred ng, z. zhao",0.2558139534883721
"d. yan, wilfred ng, zhou zhao","w. ng, z. zhao, da yan",0.2
"z. zhao, da yan, wilfred ng","w. ng, zhou zhao, da yan",0.2857142857142857
"zhou zhao, w. ng, d. yan","wilfred ng, d. yan, z. zhao",0.2790697674418605
"w. ng, z. zhao, da yan","z. zhao, d. yan, wilfred ng",0.2619047619047619
"d. yan, z. zhao, wilfred ng","z. zhao, w. ng, da yan",0.2619047619047619
"wilfred ng, d. yan, z. zhao","w. ng, zhou zhao, da yan",0.2558139534883721
"w. ng, z. zhao, d. yan","da yan, zhou zhao, wilfred ng",0.2
"d. yan, wilfred ng, zhou zhao","w. ng, z. zhao, d. yan",0.2558139534883721
"z. zhao, w. ng, da yan","d. yan, wilfred ng, zhou zhao",0.2
"da yan, wilfred ng, z. zhao","d. yan, zhou zhao, w. ng",0.2558139534883721
"w. ng, zhou zhao, da yan","z. zhao, da yan, wilfred ng",0.2857142857142857
