"id","title","authors","venue","year"
"journals/tods/HsuSY01","i/o reference behavior of production database workloads and the tpc benchmarks - an analysis at the logical level","windsor w. hsu, alan jay smith, honesty c. young","acm trans. database syst.",2001
"conf/vldb/AilamakiDHS01","weaving relations for cache performance","mark d. hill, anastassia ailamaki, david j. dewitt, marios skounakis","vldb",2001
"conf/vldb/GottlobKP02","efficient algorithms for processing xpath queries","reinhard pichler, georg gottlob, christoph koch","vldb",2002
"conf/sigmod/SagonasSW94","xsb as an efficient deductive database engine","david scott warren, konstantinos f. sagonas, terrance swift","sigmod conference",1994
"journals/sigmod/FowlerPNB99","agent-based semantic interoperability in infosleuth","bruce bargmeyer, brad perry, jerry fowler, marian h. nodine","sigmod record",1999
"journals/sigmod/Suciu02","the xml typechecking problem","dan suciu","sigmod record",2002
"conf/sigmod/TrisoliniLN99","data integration and warehousing in telecom italia","daniele nardi, maurizio lenzerini, stefano trisolini","sigmod conference",1999
"conf/sigmod/BumbulisB02","a compact b-tree","ivan t. bowman, peter bumbulis","sigmod conference",2002
"conf/sigmod/MaheshwariL97","partitioned garbage collection of large object store","barbara liskov, umesh maheshwari","sigmod conference",1997
"journals/tods/CeriFPT95","addendum to automatic generation of production rules for integrity maintenance","letizia tanca, stefano paraboschi, piero fraternali, stefano ceri","acm trans. database syst.",1995
"journals/sigmod/Jarke95","information systems research at rwth aachen","matthias jarke","sigmod record",1995
"conf/sigmod/Galindo-LegariaJ01","orthogonal optimization of subqueries and aggregation","milind joshi, c?sar a. galindo-legaria","sigmod conference",2001
"journals/vldb/CuiW03","lineage tracing for general data warehouse transformations","jennifer widom, yingwei cui","vldb j.",2003
"journals/sigmod/BollKB98","design and implementation of rmp - a virtual electronic market place","wolfgang klas, susanne boll, bernard battaglin","sigmod record",1998
"conf/vldb/HjelsvoldM94","modelling and querying video data","rune hjelsvold, roger midtstraum","vldb",1994
"conf/vldb/Atal96","the xps approach to loading and unloading terabyte databases","sanket atal","vldb",1996
"conf/vldb/RahmM95","dynamic multi-resource load balancing in parallel database systems","robert marek, erhard rahm","vldb",1995
"conf/sigmod/BreitbartKRSS99","update propagation protocols for replicated databases","raghavan komondoor, abraham silberschatz, yuri breitbart, s. seshadri, rajeev rastogi","sigmod conference",1999
"journals/tods/TaoPZ02","cost models for overlapping and multiversion structures","yufei tao, jun zhang, dimitris papadias","acm trans. database syst.",2002
"journals/sigmod/StolfoLCFE01","data mining-based intrusion detectors: an overview of the columbia ids project","wenke lee, eleazar eskin, wei fan, salvatore j. stolfo, philip k. chan","sigmod record",2001
"conf/sigmod/RodriguezR00","mocha: a self-extensible database middleware system for distributed data sources","manuel rodriguez-martinez, nick roussopoulos","sigmod conference",2000
"journals/tods/LakshmananLRS97","probview: a flexible probabilistic database system","nicola leone, robert ross, laks v. s. lakshmanan, v. s. subrahmanian","acm trans. database syst.",1997
"conf/sigmod/DattaDTVSR02","proxy-based acceleration of dynamically generated content on the world wide web: an approach and implementation","suresha, kaushik dutta, krithi ramamritham, anindya datta, helen m. thomas, debra e. vandermeer","sigmod conference",2002
"conf/vldb/Hallmark95","the oracle warehouse","gary hallmark","vldb",1995
"journals/sigmod/MalaikaEM03","standards for databases on the grid","andrew eisenberg, jim melton, susan malaika","sigmod record",2003
"conf/vldb/MohanBWSZ00","evolution of groupware for business applications: a database perspective on lotus domino/notes","c. mohan, s. watts, ron barber, amit somani, markos zaharioudakis","vldb",2000
"journals/tods/HjaltasonS03","index-driven similarity search in metric spaces","g?sli r. hjaltason, hanan samet","acm trans. database syst.",2003
"journals/sigmod/BuchnerM98","discovering internet marketing intelligence through online analytical web usage mining","alex g. b?chner, maurice d. mulvenna","sigmod record",1998
"conf/vldb/GrovlenHT98","low-cost compensation-based query processing","?ystein torbj?rnsen, ?ystein gr?vlen, svein-olaf hvasshovd","vldb",1998
"journals/sigmod/Liu03a","editor's notes","ling liu","sigmod record",2003
"conf/sigmod/Stonebraker03","visionary: a next generation visualization system for databases","michael stonebraker","sigmod conference",2003
"conf/vldb/HaasB03","bhunt: automatic discovery of fuzzy algebraic constraints in relational data","peter j. haas, paul brown","vldb",2003
"conf/vldb/LeslieJBY95","efficient search of multi-dimensional b-trees","dave birdsall, hedieh yaghmai, harry leslie, rohit jain","vldb",1995
"conf/vldb/Kleewein96","practical issues with commercial use of federated databases","jim kleewein","vldb",1996
"journals/sigmod/EnglertGH95","parallelism and its price: a case study of nonstop sql/mp","susanne englert, ray glasstone, waqar hasan","sigmod record",1995
"conf/vldb/Pound99","in cyber space no one can hear you scream","chris pound","vldb",1999
"journals/sigmod/YuenCLL00","cache invalidation scheme for mobile computing systems with real-time data","hei-wing leung, joe chun-hung yuen, edward chan, kam-yiu lam","sigmod record",2000
"conf/vldb/RisheYACLMVSV00","semantic access: semantic interface for querying databases","naphtali rishe, rukshan athauda, artyom shaposhnikov, jun yuan, dmitry vasilevsky, xiaoling lu, xiaobin ma, shu-ching chen, alexander vaschillo","vldb",2000
"journals/tods/LeveneL99","database design for incomplete relations","mark levene, george loizou","acm trans. database syst.",1999
"conf/sigmod/HellersteinW02","data streams: fresh current or stagnant backwater? (panel)","joseph m. hellerstein, jennifer widom","sigmod conference",2002
"conf/vldb/AgrawalKSX02","hippocratic databases","yirong xu, jerry kiernan, rakesh agrawal, ramakrishnan srikant","vldb",2002
"journals/tods/KemmeA00","a new approach to developing and implementing eager database replication protocols","gustavo alonso, bettina kemme","acm trans. database syst.",2000
"conf/vldb/RysNS96","intra-transaction parallelism in the mapping of an object model to a relational multi-processor system","moira c. norrie, hans-j?rg schek, michael rys","vldb",1996
"journals/vldb/WangW01","indexing very high-dimensional sparse and quasi-sparse vectors for similarity searches","xiaoyang sean wang, changzhou wang","vldb j.",2001
"journals/sigmod/Bussler02","the role of b2b engines in b2b integration architectures","christoph bussler","sigmod record",2002
"journals/sigmod/RiekertMW97","management of data and services in the environmental information system (uis) of baden-w?rttemberg","wolf-fritz riekert, roland mayer-f?ll, gerlinde wiest","sigmod record",1997
"conf/sigmod/Hammond99","merge replication in microsoft's sql server 7.0","brad hammond","sigmod conference",1999
"conf/sigmod/PapakonstantinouPV02","qursed: querying and reporting semistructured data","yannis papakonstantinou, michalis petropoulos, vasilis vassalos","sigmod conference",2002
"conf/vldb/KumaranH03","on the costs of multilingualism in database systems","a. kumaran, jayant r. haritsa","vldb",2003
"journals/sigmod/AshishK97","wrapper generation for semi-structured internet sources","craig a. knoblock, naveen ashish","sigmod record",1997
"conf/sigmod/GunopulosD01","time series similarity measures and time series indexing","gautam das, dimitrios gunopulos","sigmod conference",2001
"journals/sigmod/Snodgrass00b","chair's message","richard t. snodgrass","sigmod record",2000
"conf/sigmod/HanFWCZK96","dbminer: interactive mining of multiple-level knowledge in relational databases","wei wang, krzysztof koperski, yongjian fu, osmar r. za?ane, jenny chiang, jiawei han","sigmod conference",1996
"conf/sigmod/ZaharioudakisCLPU00","answering complex sql queries using automatic summary tables","roberta cochrane, hamid pirahesh, monica urata, markos zaharioudakis, george lapis","sigmod conference",2000
"conf/vldb/AmsalegFG95","efficient incremental garbage collection for client-server object database systems","laurent amsaleg, olivier gruber, michael j. franklin","vldb",1995
"conf/sigmod/LacroixSC98","user-oriented smart-cache for the web: what you seek is what you get!","arnaud sahuguet, raman chandrasekar, zo? lacroix","sigmod conference",1998
"conf/vldb/RizviH02","maintaining data privacy in association rule mining","shariq rizvi, jayant r. haritsa","vldb",2002
"conf/vldb/PottingerB03","merging models based on given correspondences","philip a. bernstein, rachel pottinger","vldb",2003
"journals/sigmod/Wiegand03","review of spatial databases with application to gis by philippe rigaux, michel scholl, and agnes voisard. morgan kaufmann 2002","nancy wiegand","sigmod record",2003
"conf/sigmod/WangSSZZW00","an approximate search engine for structural databases","kaizhong zhang, qicheng ma, jason tsong-li wang, xinhuan zheng, xiong wang, dennis shasha, zasha weinberg, bruce a. shapiro","sigmod conference",2000
"journals/vldb/Halevy01","answering queries using views: a survey","alon y. halevy","vldb j.",2001
"conf/sigmod/LiCHH97","semcog: an object-based image retrieval system and its visual query interface","k. sel?uk candan, wen-syan li, kyoji hirata, yoshinori hara","sigmod conference",1997
"conf/vldb/CormodeKMS03","finding hierarchical heavy hitters in data streams","graham cormode, flip korn, s. muthukrishnan, divesh srivastava","vldb",2003
"conf/vldb/Sullivan96","tribeca: a stream database manager for network traffic analysis","mark sullivan","vldb",1996
"journals/vldb/DeyBS96","a complete temporal relational algebra","debabrata dey, veda c. storey, terence m. barron","vldb j.",1996
"journals/sigmod/SpynsMJ02","data modelling versus ontology engineering","mustafa jarrar, peter spyns, robert meersman","sigmod record",2002
"journals/tods/BellNNS96","implementing deductive databases by mixed integer programming","anil nerode, colin bell, raymond t. ng, v. s. subrahmanian","acm trans. database syst.",1996
"conf/vldb/HelmerM97","evaluation of main memory join algorithms for joins with set comparison join predicates","guido moerkotte, sven helmer","vldb",1997
"conf/sigmod/ChaudhuriKN03","on relational support for xml publishing: beyond sorting and tagging","raghav kaushik, jeffrey f. naughton, surajit chaudhuri","sigmod conference",2003
"conf/sigmod/LoR94","spatial joins using seeded trees","chinya v. ravishankar, ming-ling lo","sigmod conference",1994
"conf/sigmod/LuWYBLY02","xbase: making your gigabyte disk queriable","jianhua lv, yubin bao, hongjun lu, ge yu, guoren wang, yaxin yu","sigmod conference",2002
"journals/vldb/FiletoLPAM03","poesia: an ontological workflow approach for composing web services in agriculture","ling liu, eduardo delgado assad, calton pu, renato fileto, claudia bauzer medeiros","vldb j.",2003
"conf/vldb/GutierrezPST94","database graph views: a practical model to manage persistent graphs","alejandro guti?rrez, philippe pucheral, jean-marc th?venin, hermann steffen","vldb",1994
"conf/vldb/OrensteinK95","accessing a relational database through an object-oriented database interface","jack a. orenstein, d. n. kamber","vldb",1995
"journals/sigmod/ShethMKA01","research in multi-organizational processes and semantic information brokering at the lsdis lab","john a. miller, amit p. sheth, ismailcem budak arpinar, krys kochut","sigmod record",2001
"journals/sigmod/HellersteinHM03","the sensor spectrum: technology, trends, and requirements","samuel madden, wei hong, joseph m. hellerstein","sigmod record",2003
"conf/vldb/BaumgartnerFG01","visual web information extraction with lixto","georg gottlob, robert baumgartner, sergio flesca","vldb",2001
"journals/tods/CliffordC94","on completeness of historical relational query languages","james clifford, albert croker, alexander tuzhilin","acm trans. database syst.",1994
"conf/vldb/TsatalosSI94","the gmap: a versatile tool for physical data independence","marvin h. solomon, yannis e. ioannidis, odysseas g. tsatalos","vldb",1994
"journals/sigmod/Cardelli01","describing semistructured data","luca cardelli","sigmod record",2001
"journals/sigmod/BernsteinDK99","towards adaptive workflow systems, cscw-98 workshop report","mark klein, abraham bernstein, chrysanthos dellarocas","sigmod record",1999
"journals/vldb/GarofalakisOS98","on periodic resource scheduling for continuous-media databases","minos n. garofalakis, banu ?zden, abraham silberschatz","vldb j.",1998
"journals/sigmod/ButtlerCCFHLPRX02","querying multiple bioinformatics data sources: can semantic web research help?","terence critchlow, matthew coleman, david buttler, wei han, daniel rocco, li xiong, ling liu, calton pu, renato fileto","sigmod record",2002
"conf/vldb/LuoNEW03","locking protocols for materialized aggregate join views","michael watzke, gang luo, curt ellmann, jeffrey f. naughton","vldb",2003
"conf/sigmod/HungYK96","capbased-ams: a capability-based and event-driven activity management system","kamalakar karlapalem, helen p. yeung, patrick c. k. hung","sigmod conference",1996
"conf/vldb/DoDJJR98","issues in developing very large data warehouses","vish jumani, lyman do, david van rossum, pamela drew, wei jin","vldb",1998
"conf/sigmod/RamaswamyRS00","efficient algorithms for mining outliers from large data sets","kyuseok shim, sridhar ramaswamy, rajeev rastogi","sigmod conference",2000
"conf/sigmod/MumickQM97","maintenance of data cubes and summary tables in a warehouse","inderpal singh mumick, dallan quass, barinderpal singh mumick","sigmod conference",1997
"journals/vldb/LandauST95","historical queries along multiple lines of time evolution","vassilis j. tsotras, gad m. landau, jeanette p. schmidt","vldb j.",1995
"journals/sigmod/BarbaraBFLS94","the impact of database research on industrial products (panel summary)","david b. lomet, daniel barbar?, jos? a. blakeley, michael stonebraker, daniel h. fishman","sigmod record",1994
"conf/sigmod/Chamberlin03","xquery: a query language for xml","donald d. chamberlin","sigmod conference",2003
"conf/vldb/HvasshovdTBH95","the clustra telecom database: high availability, high throughput, and real-time response","svein-olaf hvasshovd, ?ystein torbj?rnsen, svein erik bratsberg, per holager","vldb",1995
"conf/sigmod/Mamoulis03","efficient processing of joins on set-valued attributes","nikos mamoulis","sigmod conference",2003
"conf/sigmod/ChristophidesCM96","evaluating queries with generalized path expressions","guido moerkotte, sophie cluet, vassilis christophides","sigmod conference",1996
"journals/sigmod/PissinouSEMOPSTD94","towards an infrastructure for temporal databases: report of an invitational arpa/nsf workshop","ramez elmasri, richard t. snodgrass, babis theodoulidis, inderpal singh mumick, arie segev, m. tamer ?zsu, umeshwar dayal, niki pissinou, barbara pernici","sigmod record",1994
"journals/sigmod/AbererCDDHPS03","p-grid: a self-organizing structured p2p system","zoran despotovic, manfred hauswirth, karl aberer, philippe cudr?-mauroux, magdalena punceva, anwitaman datta, roman schmidt","sigmod record",2003
"journals/sigmod/YaoG02","the cougar approach to in-network query processing in sensor networks","johannes gehrke, yong yao","sigmod record",2002
"journals/sigmod/Neven02","automata theory for xml researchers","frank neven","sigmod record",2002
"journals/sigmod/ACT-NET96","act-net - the active database management system manifesto: a rulebase of adbms features","?","sigmod record",1996
"journals/sigmod/GolabO03","issues in data stream management","lukasz golab, m. tamer ?zsu","sigmod record",2003
"journals/sigmod/SnodgrassAABCDEGJKKKLLRSSS94","tsql2 language specification","wolfgang k?fer, curtis e. dyreson, arie segev, krishna g. kulkarni, michael d. soo, don s. batory, ramez elmasri, nikos a. lorentzos, nick kline, john f. roddick, gad ariav, james clifford, richard t. snodgrass, suryanarayana m. sripada, t. y. cliff leung, fabio grandi, ilsoo ahn, christian s. jensen","sigmod record",1994
"conf/sigmod/AtzeniT97","mdm: a multiple-data-model tool for the management of heterogeneous database schemes","paolo atzeni, riccardo torlone","sigmod conference",1997
"conf/sigmod/KriegelMPS01","spatial data management for computer aided design","andreas m?ller, marco p?tke, thomas seidl, hans-peter kriegel","sigmod conference",2001
"conf/vldb/HelmerNM03","estimating the output cardinality of partial preaggregation with a measure of clusteredness","guido moerkotte, thomas neumann, sven helmer","vldb",2003
"conf/vldb/Brodie03","illuminating the dark side of web services","michael l. brodie","vldb",2003
"conf/vldb/ShatdalKN94","cache conscious algorithms for relational query processing","jeffrey f. naughton, ambuj shatdal, chander kant","vldb",1994
"conf/sigmod/KalnisP01","proxy-server architectures for olap","panos kalnis, dimitris papadias","sigmod conference",2001
"journals/tods/WangBBJ97","logical design for temporal databases with multiple granularities","alexander brodsky, sushil jajodia, claudio bettini, xiaoyang sean wang","acm trans. database syst.",1997
"conf/vldb/BohannonFHRRS02","legodb: customizing relational storage for xml documents","prasan roy, philip bohannon, jayant r. haritsa, j?r?me sim?on, maya ramanath, juliana freire","vldb",2002
"journals/vldb/IvesHW02","an xml query engine for network-bound data","daniel s. weld, alon y. halevy, zachary g. ives","vldb j.",2002
"conf/vldb/MedianoCD94","v-trees - a storage method for long vector data","maur?cio r. mediano, marcelo dreux, marco a. casanova","vldb",1994
"conf/sigmod/Mohan01","application servers: born-again tp monitors for the web? (panel abstract)","c. mohan","sigmod conference",2001
"conf/vldb/AilamakiDHW99","dbmss on a modern processor: where does time go?","david a. wood, mark d. hill, david j. dewitt, anastassia ailamaki","vldb",1999
"conf/vldb/Kornacker99","high-performance extensible indexing","marcel kornacker","vldb",1999
"journals/sigmod/Kim99","message from editor-in-chief, acm transactions on database systems","won kim","sigmod record",1999
"journals/sigmod/FrewD97","data management for earth system science","james frew, jeff dozier","sigmod record",1997
"conf/vldb/GoldmanW97","dataguides: enabling query formulation and optimization in semistructured databases","roy goldman, jennifer widom","vldb",1997
"conf/sigmod/RajagopalanML98","approximate medians and other quantiles in one pass and with limited memory","bruce g. lindsay, gurmeet singh manku, sridhar rajagopalan","sigmod conference",1998
"conf/vldb/TriantafillouP97","on-demand data elevation in hierarchical multimedia storage servers","thomas papadakis, peter triantafillou","vldb",1997
"conf/vldb/LitwinNS94","rp*: a family of order preserving scalable distributed data structures","witold litwin, marie-anne neimat, donovan a. schneider","vldb",1994
"journals/vldb/WidomS00","foreword by the vldb '98 pc chairmen: best papers of vldb '98","oded shmueli, jennifer widom","vldb j.",2000
"conf/sigmod/Bonnet02","going public: open-source databases and database research","philippe bonnet","sigmod conference",2002
"journals/sigmod/FrankGGJKLMNPSSSTW99","chorochronos: a research network for spatiotemporal database systems","enrico nardelli, timos k. sellis, andrew u. frank, st?phane grumbach, hans-j?rg schek, manolis koubarakis, michel scholl, ralf hartmut g?ting, barbara pernici, christian s. jensen, nikos a. lorentzos, babis theodoulidis, yannis manolopoulos, peter widmayer","sigmod record",1999
"conf/sigmod/AgichteinG03","qxtract: a building block for efficient information extraction from plain-text databases","luis gravano, eugene agichtein","sigmod conference",2003
"journals/sigmod/JajodiaBBKMSW97","information systems research at george mason university","sushil jajodia, amihai motro, edgar h. sibley, alexander brodsky, larry kerschberg, xiaoyang sean wang, daniel barbar?","sigmod record",1997
"journals/tods/LiC01","answering queries with useful bindings","edward y. chang, chen li","acm trans. database syst.",2001
"journals/tods/GhandeharizadehHJ96","heraclitus: elevating deltas to be first-class citizens in a database programming language","dean jacobs, shahram ghandeharizadeh, richard hull","acm trans. database syst.",1996
"conf/vldb/Hammond96","using referential integrity to easily define consistent subset replicas","brad hammond","vldb",1996
"conf/sigmod/Chakravarthy97","sentinel: an object-oriented dbms with event-based rules","sharma chakravarthy","sigmod conference",1997
"conf/vldb/CareyHMW96","pesto : an integrated query/browser for object databases","laura m. haas, michael j. carey, vivekananda maganty, john h. williams","vldb",1996
"journals/sigmod/AbelTK97","integrating modelling systems for environmental management information systems","david j. abel, dean kuo, kerry l. taylor","sigmod record",1997
"journals/vldb/JagadishACLNPPSWWY02","timber: a native xml database","andrew nierman, cong yu, jignesh m. patel, adriane chapman, nuwee wiwatwattana, h. v. jagadish, yuqing wu, laks v. s. lakshmanan, divesh srivastava, shurug al-khalifa, stelios paparizos","vldb j.",2002
"conf/sigmod/Adelberg98","nodose - a tool for semi-automatically extracting semi-structured data from text documents","brad adelberg","sigmod conference",1998
"conf/vldb/Gibbons01","distinct sampling for highly-accurate answers to distinct values queries and event reports","phillip b. gibbons","vldb",2001
"journals/sigmod/BestavrosLS96","report on first international workshop on real-time database systems","sang hyuk son, kwei-jay lin, azer bestavros","sigmod record",1996
"journals/sigmod/HaritsaS96","real-time index concurrency control","s. seshadri, jayant r. haritsa","sigmod record",1996
"conf/sigmod/KornJF97","efficiently supporting ad hoc queries in large datasets of time sequences","h. v. jagadish, christos faloutsos, flip korn","sigmod conference",1997
"conf/vldb/PedersenJD99","extending practical pre-aggregation in on-line analytical processing","torben bach pedersen, curtis e. dyreson, christian s. jensen","vldb",1999
"journals/sigmod/Aberer03","call for book reviews","karl aberer","sigmod record",2003
"conf/sigmod/ShenNSHS03","cmvf: a novel dimension reduction scheme for efficient indexing in a large image database","john shepherd, quan z. sheng, du q. huynh, jialie shen, anne h. h. ngu","sigmod conference",2003
"conf/sigmod/CluetDSS98","your mediators need data conversion!","sophie cluet, katarzyna smaga, j?r?me sim?on, claude delobel","sigmod conference",1998
"journals/sigmod/TheodoridisN00","generating spatiotemporal datasets on the www","mario a. nascimento, yannis theodoridis","sigmod record",2000
"conf/vldb/MorishimaKKT01","enabling end-users to construct data-intensive web-sites from xml repositories: an example-based approach","hiroyuki kitagawa, satoshi takano, seiichi koizumi, atsuyuki morishima","vldb",2001
"conf/sigmod/BressanGFJHKLMPQSS97","the context interchange mediator prototype","kofi fynn, henry b. kon, cheng hian goh, thomas lee, st?phane bressan, stuart e. madnick, michael siegel, annie w. shum, marta jessica jakobisiak, tito pena, jessica qu, karim hussein","sigmod conference",1997
"conf/vldb/HumborstadSHT97","1-safe algorithms for symmetric site configurations","maitrayi sabaratnam, ?ystein torbj?rnsen, rune humborstad, svein-olaf hvasshovd","vldb",1997
"journals/sigmod/KennedyMB96","a framework for information visualisation","peter j. barclay, kenneth j. mitchell, jessie b. kennedy","sigmod record",1996
"journals/sigmod/Kuijpers02","introduction to constraint databases - book review","bart kuijpers","sigmod record",2002
"journals/tods/DattaVCK99","broadcast protocols to support efficient retrieval from databases by mobile users","anindya datta, vijay kumar, aslihan celik, debra e. vandermeer","acm trans. database syst.",1999
"conf/sigmod/ChanI98","bitmap index design and evaluation","yannis e. ioannidis, chee yong chan","sigmod conference",1998
"journals/sigmod/Aberer03d","book review column","karl aberer","sigmod record",2003
"journals/sigmod/MarchiLPT03","analysis of existing databases at the logical level: the dba companion project","fabien de marchi, jean-marc petit, farouk toumani, st?phane lopes","sigmod record",2003
"conf/sigmod/HullZ96","a framework for supporting data integration using the materialized and virtual approaches","gang zhou, richard hull","sigmod conference",1996
"conf/sigmod/Ramakrishnan00","from browsing to interacting: dbms support for responive websites (abstract)","raghu ramakrishnan","sigmod conference",2000
"conf/sigmod/Hope95","enterprise transaction processing on windows nt","greg hope","sigmod conference",1995
"journals/sigmod/BergamaschiCV99","semantic integration of semistructured and structured data sources","sonia bergamaschi, maurizio vincini, silvana castano","sigmod record",1999
"conf/sigmod/GoyalHKMSZ97","picture programming project","nita goyal, mosh? m. zloof, charles hoch, michael suckow, ravi krishnamurthy, brian meckler","sigmod conference",1997
"conf/sigmod/Galhardas00","ajax: an extensible data cleaning tool","daniela florescu, helena galhardas, dennis shasha, eric simon","sigmod conference",2000
"conf/sigmod/ShashaB02a","database tuning: principles, experiments, and troubleshooting techniques (part i)","dennis shasha, philippe bonnet","sigmod conference",2002
"conf/vldb/TianD03","tuple routing strategies for distributed eddies","feng tian, david j. dewitt","vldb",2003
"conf/vldb/AcharyaGP99","aqua: a fast decision support systems using approximate query answers","swarup acharya, phillip b. gibbons, viswanath poosala","vldb",1999
"conf/vldb/LubbersGJ03","systematic development of data mining-based data quality tools","matthias jarke, udo grimmer, dominik l?bbers","vldb",2003
"conf/sigmod/FlorescuGKR02","xl: a platform for web services","andreas gr?nhagen, steffen rost, donald kossmann, daniela florescu","sigmod conference",2002
"conf/sigmod/ChooOLCGBPS96","prospector: a content-based multimedia server for massively parallel architectures","g. linderman, alexandros biliris, h. chen, k. ganapathi, euthimios panagos, s. choo, david schrader, william o'connell","sigmod conference",1996
"conf/vldb/KangC02","exploiting versions for on-line data warehouse maintenance in molap servers","heum-geun kang, chin-wan chung","vldb",2002
"conf/sigmod/KemperMPS94","optimizing disjunctive queries with expensive predicates","alfons kemper, guido moerkotte, michael steinbrunn, klaus peithner","sigmod conference",1994
"conf/vldb/JonscherD94","an approach for building secure database federations","klaus r. dittrich, dirk jonscher","vldb",1994
"journals/vldb/AtzeniM00","guest editorial: databases and the web","alberto o. mendelzon, paolo atzeni","vldb j.",2000
"journals/sigmod/ZobelMR96","guidelines for presentation and comparison of indexing techniques","kotagiri ramamohanarao, alistair moffat, justin zobel","sigmod record",1996
"conf/vldb/Uhl02","a bandwidth model for internet search","axel uhl","vldb",2002
"conf/sigmod/AgrawalK03","a system for watermarking relational databases","peter j. haas, rakesh agrawal, jerry kiernan","sigmod conference",2003
"conf/vldb/DongHLPW01","mining multi-dimensional constrained gradients in data cubes","jiawei han, ke wang, joyce m. w. lam, guozhu dong, jian pei","vldb",2001
"conf/sigmod/DeHaanTCO03","a comprehensive xquery to sql translation using dynamic interval encoding","m. tamer ?zsu, david toman, mariano p. consens, david dehaan","sigmod conference",2003
"journals/sigmod/Aberer01","advanced xml data processing - guest editor's introduction","karl aberer","sigmod record",2001
"journals/vldb/BeckerGOSW96","an asymptotically optimal multiversion b-tree","thomas ohler, peter widmayer, bruno becker, stephan gschwind, bernhard seeger","vldb j.",1996
"journals/sigmod/Winslett03b","interview with rakesh agrawal","marianne winslett","sigmod record",2003
"conf/sigmod/ColbyKLMR97","supporting multiple view maintenance policies","latha s. colby, kenneth a. ross, akira kawaguchi, daniel f. lieuwen, inderpal singh mumick","sigmod conference",1997
"conf/sigmod/KiepuszewskiMO98","flowback: providing backward recovery for workflow systems","maria e. orlowska, ralf m?hlberger, bartek kiepuszewski","sigmod conference",1998
"conf/vldb/TeisseirePC94","towards event-driven modelling for database design","maguelonne teisseire, pascal poncelet, rosine cicchetti","vldb",1994
"conf/sigmod/AcharyaGP00","congressional samples for approximate answering of group-by queries","viswanath poosala, swarup acharya, phillip b. gibbons","sigmod conference",2000
"journals/vldb/MuckP97","a configrable type hierarchy index for oodb","thomas a. m?ck, martin l. polaschek","vldb j.",1997
"journals/vldb/BraumandlCKK00","functional-join processing","reinhard braumandl, alfons kemper, donald kossmann, jens clau?en","vldb j.",2000
"conf/sigmod/ChaudhuriN98","autoadmin 'what-if' index analysis utility","surajit chaudhuri, vivek r. narasayya","sigmod conference",1998
"conf/sigmod/VriesMNK02","efficient k-nn search on vertically decomposed data","niels nes, martin l. kersten, nikos mamoulis, arjen p. de vries","sigmod conference",2002
"conf/sigmod/Seshadri99","``honey, i shrunk the dbms'': footprint, mobility, and beyond (panel)","praveen seshadri","sigmod conference",1999
"conf/vldb/BrinkhoffK94","the impact of global clustering on spatial database systems","thomas brinkhoff, hans-peter kriegel","vldb",1994
"conf/vldb/FrohnLU94","access to objects by path expressions and rules","j?rgen frohn, georg lausen, heinz uphoff","vldb",1994
"conf/vldb/SeifertS02","a multi-version cache replacement and prefetching policy for hybrid data delivery environments","andr? seifert, marc h. scholl","vldb",2002
"conf/sigmod/HsiaoCY94","on parallel execution of multiple pipelined hash joins","philip s. yu, hui-i hsiao, ming-syan chen","sigmod conference",1994
"journals/tods/Chomicki03","preference formulas in relational queries","jan chomicki","acm trans. database syst.",2003
"journals/sigmod/BallMRZ02","supply chain infrastructures: system integration and information sharing","michael o. ball, louiqa raschid, meng ma, zhengying zhao","sigmod record",2002
"conf/vldb/MalonM97","critical database technologies for high energy physics","david m. malon, edward n. may","vldb",1997
"journals/sigmod/Snodgrass00","chair's message","richard t. snodgrass","sigmod record",2000
"conf/sigmod/LiBKN03","composing xsl transformations with xml publishing views","chengkai li, p. p. s. narayan, henry f. korth, philip bohannon","sigmod conference",2003
"conf/sigmod/Gerber95","informix online xps","robert h. gerber","sigmod conference",1995
"journals/tods/TaoSP03","analysis of predictive spatio-temporal queries","dimitris papadias, jimeng sun, yufei tao","acm trans. database syst.",2003
"conf/sigmod/GraySEBW94","quickly generating billion-record synthetic databases","susanne englert, jim gray, kenneth baclawski, peter j. weinberger, prakash sundaresan","sigmod conference",1994
"conf/vldb/MarianS03","projecting xml documents","am?lie marian, j?r?me sim?on","vldb",2003
"conf/vldb/Toivonen96","sampling large databases for association rules","hannu toivonen","vldb",1996
"journals/tods/ZaharioudakisCF97","adaptive, fine-grained sharing in a client-server oodbms: a callback-based approach","michael j. carey, michael j. franklin, markos zaharioudakis","acm trans. database syst.",1997
"conf/vldb/EicklerGK95","a performance evaluation of oid mapping techniques","andr? eickler, carsten andreas gerlhof, donald kossmann","vldb",1995
"journals/sigmod/Winslett01","jeffrey d. ullman speaks out on the future of higher education, startups, database theory, and more","marianne winslett","sigmod record",2001
"journals/sigmod/Qian95","political winds change direction again","xiaolei qian","sigmod record",1995
"conf/vldb/ChaudhuriW00","rethinking database system architecture: towards a self-tuning risc-style database system","surajit chaudhuri, gerhard weikum","vldb",2000
"journals/vldb/RamanRH00","online dynamic reordering","bhaskaran raman, joseph m. hellerstein, vijayshankar raman","vldb j.",2000
"journals/vldb/CliftonGB95","hyperfile: a data and query model for documents","david bloom, chris clifton, hector garcia-molina","vldb j.",1995
"journals/sigmod/KeetonPH98","a case for intelligent disks (idisks)","kimberly keeton, joseph m. hellerstein, david a. patterson","sigmod record",1998
