"id","title","authors","venue","year"
671184,"checkpointing in oracle","ashok joshi, william bridge, juan loaiza, tirthankar lahiri","very large data bases",1998
671185,"determining text databases to search in the internet","weiyi meng, king-lup liu, clement t. yu, xiaodong wang, yuhsi chang, naphtali rishe","very large data bases",1998
671182,"safely and efficiently updating references during on-line reorganization","chendong zou, betty salzberg","very large data bases",1998
671183,"public: a decision tree classifier that integrates building and pruning","rajeev rastogi, kyuseok shim","very large data bases",1998
671332,"buffering and read-ahead strategies for external mergesort","weiye zhang, per-&#197;ke larson","very large data bases",1998
671331,"mindreader: querying databases through multiple examples","yoshiharu ishikawa, ravishankar subramanya, christos faloutsos","very large data bases",1998
671330,"rainforest - a framework for fast decision tree construction of large datasets","johannes gehrke, raghu ramakrishnan, venkatesh ganti","very large data bases",1998
671329,"design and analysis of parametric query optimization algorithms","sumit ganguly","very large data bases",1998
671328,"mining surprising patterns using temporal description length","soumen chakrabarti, sunita sarawagi, byron dom","very large data bases",1998
671327,"performance measurements of tertiary storage devices","theodore johnson, ethan l. miller","very large data bases",1998
671326,"using schema matching to simplify heterogeneous data translation","tova milo, sagit zohar","very large data bases",1998
671325,"dtl's dataspot: database exploration using plain language","shaul dar, gadi entin, shai geva, eran palmon","very large data bases",1998
671324,"bulk-loading techniques for object databases and an application to relational data","sihem amer-yahia, sophie cluet, claude delobel","very large data bases",1998
671204,"low-cost compensation-based query processing","&#216;ystein gr&#248;vlen, svein-olaf hvasshovd, &#216;ystein torbj&#248;rnsen","very large data bases",1998
671203,"the national medical knowledge bank","warren sterling","very large data bases",1998
671202,"clustering categorical data: an approach based on dynamical systems","david gibson, jon m. kleinberg, prabhakar raghavan","very large data bases",1998
671201,"incremental clustering for mining in a data warehousing environment","martin ester, hans-peter kriegel, j&#246;rg sander, michael wimmer, xiaowei xu","very large data bases",1998
671200,"selectivity estimation in extensible databases - a neural network approach","m. seetha lakshmi, shaoyu zhou","very large data bases",1998
671199,"massive stochastic testing of sql","donald r. slutz","very large data bases",1998
671198,"improving adaptable similarity query processing by using approximations","mihael ankerst, bernhard braunm&#252;ller, hans-peter kriegel, thomas seidl","very large data bases",1998
673637,"querying a multilevel database: a logical analysis","fr&#233;d&#233;ric cuppens","very large data bases",1996
673638,"selectivity estimation without the attribute value independence assumption","viswanath poosala, yannis e. ioannidis","very large data bases",1997
673639,"a foundation for multi-dimensional databases","marc gyssens, laks v. s. lakshmanan","very large data bases",1997
673640,"concurrent garbage collection in o2","marcin skubiszewski, patrick valduriez","very large data bases",1997
673641,"recovering information from summary data","christos faloutsos, h. v. jagadish, nikolaos sidiropoulos","very large data bases",1997
673642,"critical database technologies for high energy physics","david m. malon, edward n. may","very large data bases",1997
673643,"integrating reliable memory in databases","wee teck ng, peter m. chen","very large data bases",1997
673644,"multiple-view self-maintenance in data warehousing environments","nam huyn","very large data bases",1997
673645,"garbage collection in object oriented databases using transactional cyclic reference counting","srinivas ashwin, prasan roy, s. seshadri, abraham silberschatz, s. sudarshan","very large data bases",1997
673646,"an efficient cost-driven index selection tool for microsoft sql server","surajit chaudhuri, vivek r. narasayya","very large data bases",1997
673648,"implementing abstract objects with inheritance in datalogneg","hasan m. jamil","very large data bases",1997
673649,"optimizing queries with universal quantification in object-oriented and object-relational databases","jens clau&#223;en, alfons kemper, guido moerkotte, klaus peithner","very large data bases",1997
673650,"a one-pass algorithm for accurately estimating quantiles for disk-resident data","khaled alsabti, sanjay ranka, vineet singh","very large data bases",1997
673651,"efficient construction of regression trees with range and region splitting","yasuhiko morimoto, hiromu ishii, shinichi morishita","very large data bases",1997
673652,"geo/environmental and medical data management in the rasdaman system","peter baumann, paula furtado, roland ritsch, norbert widmann","very large data bases",1997
673653,"adaptive data broadcast in hybrid networks","konstantinos stathatos, nick roussopoulos, john s. baras","very large data bases",1997
673498,"integrating triggers and declarative constraints in sql database sytems","roberta cochrane, hamid pirahesh, nelson mendon&#231;a mattos","very large data bases",1996
673497,"on the computation of multidimensional aggregates","sameet agarwal, rakesh agrawal, prasad deshpande, ashish gupta, jeffrey f. naughton, raghu ramakrishnan, sunita sarawagi","very large data bases",1996
673500,"a new sql-like operator for mining association rules","rosa meo, giuseppe psaila, stefano ceri","very large data bases",1996
673499,"how system 11 sql server became fast","t. k. rengarajan","very large data bases",1996
673502,"the x-tree: an index structure for high-dimensional data","stefan berchtold, daniel a. keim, hans-peter kriegel","very large data bases",1996
673501,"intra-transaction parallelism in the mapping of an object model to a relational multi-processor system","michael rys, moira c. norrie, hans-j&#246;rg schek","very large data bases",1996
673628,"querying multiple features of groups in relational databases","damianos chatziantoniou, kenneth a. ross","very large data bases",1996
673627,"answering queries with aggregation using views","divesh srivastava, shaul dar, h. v. jagadish, alon y. levy","very large data bases",1996
673630,"database management systems and the internet","susan malaika","very large data bases",1996
673629,"query decomposition and view maintenance for query languages for unstructured data","dan suciu","very large data bases",1996
673632,"reordering query execution in tertiary memory databases","sunita sarawagi, michael stonebraker","very large data bases",1996
673631,"dwms: data warehouse management system","narendra mohan","very large data bases",1996
673634,"the design and implementation of a sequence database system","praveen seshadri, miron livny, raghu ramakrishnan","very large data bases",1996
673633,"pesto: an integrated query/browser for object databases","michael j. carey, laura m. haas, vivekananda maganty, john h. williams","very large data bases",1996
673636,"clustering techniques for minimizing external path length","a. a. diwan, sanjeeva rane, s. seshadri, s. sudarshan","very large data bases",1996
673635,"the role of integrity constraints in database interoperation","mark w. w. vermeer, peter m. g. apers","very large data bases",1996
756661,"scientific journals: extinction or explosion? (panel)","raghu ramakrishnan, hector garcia-molina, gerhard rossbach, abraham silberschatz, gio wiederhold, jaco zijlstra","very large data bases",1995
757416,"information management for genome level bioinformatics","norman w. paton, carole a. goble","very large data bases",2001
756643,"physical data independence, constraints, and optimization with universal plans","alin deutsch, lucian popa, val tannen","very large data bases",1999
756647,"olap++: powerful and easy-to-use federations of olap and object databases","junmin gu, torben bach pedersen, arie shoshani","very large data bases",2000
758364,"neurorule: a connectionist approach to data mining","hongjun lu, rudy setiono, huan liu","very large data bases",1995
758365,"the double life of the transaction abstraction: fundamental principle and evolving system concept","henry f. korth","very large data bases",1995
757417,"managing business processes via workflow technology","frank leymann","very large data bases",2001
758363,"cache conscious algorithms for relational query processing","ambuj shatdal, chander kant, jeffrey f. naughton","very large data bases",1994
758368,"resource scheduling in enhanced pay-per-view continuous media databases","minos n. garofalakis, banu &#214;zden, abraham silberschatz","very large data bases",1997
758369,"sting: a statistical information grid approach to spatial data mining","wei wang, jiong yang, richard r. muntz","very large data bases",1997
758366,"performance of future database systems: bottlenecks and bonananzas","chaitanya k. baru","very large data bases",1996
758367,"watchman: a data warehouse intelligent cache manager","peter scheuermann, junho shim, radek vingralek","very large data bases",1996
758373,"mining deviants in a time series database","h. v. jagadish, nick koudas, s. muthukrishnan","very large data bases",1999
758374,"hyper-programming in java","evangelos zirintsis, graham n. c. kirby, ronald morrison","very large data bases",1999
758370,"koda - the architecture and interface of a data model independent kernel","gopalan arun, ashok joshi","very large data bases",1998
758371,"experiences in federated databases: from iro-db to miro-web","peter fankhauser, georges gardarin, m. lopez, j. mu&#241;oz, anthony tomasic","very large data bases",1998
673657,"algorithms for materialized view design in data warehousing environment","jian yang, kamalakar karlapalem, qing li","very large data bases",1997
673656,"data warehouse configuration","dimitri theodoratos, timos k. sellis","very large data bases",1997
673655,"efficient user-adaptable similarity search in large multimedia databases","thomas seidl, hans-peter kriegel","very large data bases",1997
673654,"using probabilistic information in data integration","daniela florescu, daphne koller, alon y. levy","very large data bases",1997
673661,"the complexity of transformation-based join enumeration","arjan pellenkoft, c&#233;sar a. galindo-legaria, martin l. kersten","very large data bases",1997
673660,"gte superpages: using ir techniques for searching complex objects","steven d. whitehead, himanshu sinha, michael murphy","very large data bases",1997
673659,"using taxonomy, discriminants, and signatures for navigating in text databases","soumen chakrabarti, byron dom, rakesh agrawal, prabhakar raghavan","very large data bases",1997
673658,"multidimensional access methods: trees have grown everywhere","timos k. sellis, nick roussopoulos, christos faloutsos","very large data bases",1997
673665,"the network as a global database: challenges of interoperability, proactivity, interactiveness, legacy","peter c. lockemann, ulrike k&#246;lsch, arne koschel, ralf kramer, ralf nikolai, mechtild wallrath, hans-dirk walter","very large data bases",1997
673664,"vertical data migration in large near-line document archives based on markov-chain predictions","achim kraiss, gerhard weikum","very large data bases",1997
673663,"on-demand data elevation in hierarchical multimedia storage servers","peter triantafillou, thomas papadakis","very large data bases",1997
673662,"describing and using query capabilities of heterogeneous sources","vasilis vassalos, yannis papakonstantinou","very large data bases",1997
673669,"fast incremental maintenance of approximate histograms","phillip b. gibbons, yossi matias, viswanath poosala","very large data bases",1997
673668,"facilitating multimedia database exploration through visual interfaces and perpetual query reformulations","wen-syan li, k. sel&#231;uk candan, kyoji hirata, yoshinori hara","very large data bases",1997
673667,"evaluation of main memory join algorithms for joins with set comparison join predicates","sven helmer, guido moerkotte","very large data bases",1997
673666,"finding data in the neighborhood","andr&#233; eickler, alfons kemper, donald kossmann","very large data bases",1997
673325,"sampling large databases for association rules","hannu toivonen","very large data bases",1996
673326,"information retrieval from an incomplete data cube","curtis e. dyreson","very large data bases",1996
673328,"modeling skewed distribution using multifractals and the `80-20' law","christos faloutsos, yossi matias, abraham silberschatz","very large data bases",1996
673329,"extracting large data sets using db2 parallel edition","sriram padmanabhan","very large data bases",1996
673320,"effective &; efficient document ranking without using a large lexicon","yasushi ogawa","very large data bases",1996
673321,"estimation of query-result distribution and its application in parallel-join load balancing","viswanath poosala, yannis e. ioannidis","very large data bases",1996
673323,"disseminating updates on broadcast disks","swarup acharya, michael j. franklin, stanley b. zdonik","very large data bases",1996
673324,"the changing landscape of the software industry and its implications for india","umang gupta","very large data bases",1996
673334,"scalablity and availability in oracle7 7.3","dieter gawlick","very large data bases",1996
673461,"optimization of queries with user-defined predicates","surajit chaudhuri, kyuseok shim","very large data bases",1996
673462,"semantic data caching and replacement","shaul dar, michael j. franklin, bj&#246;rn &#222;&#243;r j&#243;nsson, divesh srivastava, michael tan","very large data bases",1996
673463,"loading the data warehouse across various parallel architectures","vijay v. raghavan","very large data bases",1996
673330,"dynamic load balancing in hierarchical parallel database systems","luc bouganim, daniela florescu, patrick valduriez","very large data bases",1996
673331,"further improvements on integrity constraint checking for stratifiable deductive databases","sin yeung lee, tok wang ling","very large data bases",1996
673332,"obtaining complete answers from incomplete databases","alon y. levy","very large data bases",1996
673333,"modeling design versions","r. ramakrishnan, d. janaki ram","very large data bases",1996
673308,"applying database technology in the adsm mass storage system","luis-felipe cabrera, robert rees, wayne hineman","very large data bases",1995
673307,"hot block clustering for disk arrays with dynamic striping","kazuhiko mogi, masaru kitsuregawa","very large data bases",1995
673311,"processing object-oriented queries with invertible late bound functions","staffan flodin, tore risch","very large data bases",1995
673309,"type classification of semi-structured documents","markus tresch, neal palmer, allen luniewski","very large data bases",1995
673304,"mining generalized association rules","ramakrishnan srikant, rakesh agrawal","very large data bases",1995
673303,"metrics for accessing heterogeneous data: is there any hope? (panel)","leonard j. seligman, nicholas j. belkin, erich j. neuhold, michael stonebraker, gio wiederhold","very large data bases",1995
673306,"from vldb to vmldb (very many large data bases): dealing with large-scale semantic heterogenity","stuart e. madnick","very large data bases",1995
673305,"high-concurrency locking in r-trees","marcel kornacker, douglas banks","very large data bases",1995
673317,"efficient search of multi-dimensional b-trees","harry leslie, rohit jain, dave birdsall, hedieh yaghmai","very large data bases",1995
673316,"the hbp-tree: a modified hb-tree supporting concurrency, recovery and node consolidation","georgios evangelidis, david b. lomet, betty salzberg","very large data bases",1995
673319,"promises and realities of active database systems","eric simon, angelika kotz dittrich","very large data bases",1995
673318,"databases and workflow management: what is it all about? (panel)","andreas reuter, stefano ceri, jim gray, betty salzberg, gerhard weikum","very large data bases",1995
673313,"database de-centralization - a practical approach","tor didriksen, c&#233;sar a. galindo-legaria, eirik dahle","very large data bases",1995
673312,"retrieval of composite multimedia objects","surajit chaudhuri, shahram ghandeharizadeh, cyrus shahabi","very large data bases",1995
673315,"flexible relations - operational support of variant relational structures","christian kalus, peter dadam","very large data bases",1995
673314,"schema and database evolution in the o2 object database system","fabrizio ferrandina, thorsten meyer, roberto zicari, guy ferran, jo&#235;lle madec","very large data bases",1995
673487,"analysis of n-dimensional quadtrees using the hausdorff fractal dimension","christos faloutsos, volker gaede","very large data bases",1996
673488,"implementation and analysis of a parallel collection query language","dan suciu","very large data bases",1996
673485,"calibrating the query optimizer cost model of iro-db, an object-oriented federated database system","georges gardarin, fei sha, zhao-hui tang","very large data bases",1996
673486,"the structured information manager: a database system for sgml documents","ron sacks-davis","very large data bases",1996
673483,"cache coherency in oracle parallel server","boris klots","very large data bases",1996
673484,"cost-based selection of path expression processing algorithms in object-oriented databases","georges gardarin, jean-robert gruser, zhao-hui tang","very large data bases",1996
673481,"object fusion in mediator systems","yannis papakonstantinou, serge abiteboul, hector garcia-molina","very large data bases",1996
673482,"what is the data warehousing problem? (are materialized views the answer?)","ashish gupta, inderpal singh mumick","very large data bases",1996
673495,"constructing efficient decision trees by using optimized numeric association rules","takeshi fukuda, yasuhiko morimoto, shinichi morishita, takeshi tokuyama","very large data bases",1996
673496,"zoo: a desktop experiment management environment","yannis e. ioannidis, miron livny, s. gupta, nagavamsi ponnekanti","very large data bases",1996
673493,"fast nearest neighbor search in medical image databases","flip korn, nikolaos sidiropoulos, christos faloutsos, eliot siegel, zenon protopapas","very large data bases",1996
673494,"storage estimation for multidimensional aggregates in the presence of hierarchies","amit shukla, prasad deshpande, jeffrey f. naughton, karthikeyan ramasamy","very large data bases",1996
673491,"sprint: a scalable parallel classifier for data mining","john c. shafer, rakesh agrawal, manish mehta","very large data bases",1996
673492,"bellcore's adapt/x harness system for managing information on internet and intranets","amit p. sheth","very large data bases",1996
673489,"tribeca: a stream database manager for network traffic analysis","mark sullivan","very large data bases",1996
673490,"schemasql - a language for interoperability in relational multi-database systems","laks v. s. lakshmanan, fereidoon sadri, iyer n. subramanian","very large data bases",1996
673471,"the query optimizer in tandem's new serverware sql product","pedro celis","very large data bases",1996
673470,"tpc-d: the challenges, issues and results","ramesh bhashyam","very large data bases",1996
673469,"querying heterogeneous information sources using source descriptions","alon y. levy, anand rajaraman, joann j. ordille","very large data bases",1996
673468,"supporting state-wide immunisation tracking using multi-paradigm workflow technology","amit p. sheth, krys kochut, john a. miller, devashish worah, souvik das, chenye lin, devanand palaniswami, john lynch, ivan shevchenko","very large data bases",1996
673467,"supporting procedural constructs in sql compilers","nelson mendon&#231;a mattos","very large data bases",1996
673466,"filter trees for managing spatial data over a range of size granularities","kenneth c. sevcik, nick koudas","very large data bases",1996
673465,"of objects and databases: a decade of turmoil","michael j. carey, david j. dewitt","very large data bases",1996
673464,"applying data mining techniques to a health insurance information system","marisa s. viveros, john p. nearhos, michael j. rothman","very large data bases",1996
673480,"query processing techniques for multiversion access methods","jochen van den bercken, bernhard seeger","very large data bases",1996
673479,"incremental maintenance of externally materialized views","martin staudt, matthias jarke","very large data bases",1996
673478,"mineset(tm): a system for high-end data mining and visualization","","very large data bases",1996
673477,"efficient snapshot differential algorithms for data warehousing","wilburt labio, hector garcia-molina","very large data bases",1996
673476,"eroc: a toolkit for building neato query optimizers","william j. mckenna, louis burger, chi hoang, melissa truong","very large data bases",1996
673475,"supporting periodic authorizations and temporal reasoning in database access control","elisa bertino, claudio bettini, elena ferrari, pierangela samarati","very large data bases",1996
673474,"coalescing in temporal databases","michael h. b&#246;hlen, richard thomas snodgrass, michael d. soo","very large data bases",1996
673472,"practical issues with commercial use of federated databases","jim kleewein","very large data bases",1996
765557,"synchronization and recovery in a client-server storage system","e. panagos, a. biliris","the vldb journal &mdash; the international journal on very large data bases",1997
765556,"heuristic and randomized optimization for the join ordering problem","michael steinbrunn, guido moerkotte, alfons kemper","the vldb journal &mdash; the international journal on very large data bases",1997
765559,"sing the truth about ad hoc join costs","laura m. haas, michael j. carey, miron livny, amit shukla","the vldb journal &mdash; the international journal on very large data bases",1997
765558,"concurrency and recovery for index trees","david lomet, betty salzberg","the vldb journal &mdash; the international journal on very large data bases",1997
765562,"query processing over object views of relational data","gustav fahl, tore risch","the vldb journal &mdash; the international journal on very large data bases",1997
765560,"erratum-a database model for object dynamics","m. p. papazoglou, b. j. kr&#228;mer","the vldb journal &mdash; the international journal on very large data bases",1997
765564,"structured document storage and refined declarative and navigational access mechanisms in hyperstorm","klemens b&#246;hm, karl aberer, erich j. neuhold, xiaoya yang","the vldb journal &mdash; the international journal on very large data bases",1997
765563,"exact: an extensible approach to active object-oriented databases","oscar d&#237;az, arturo jaime","the vldb journal &mdash; the international journal on very large data bases",1997
765547,"data placement in shared-nothing parallel database systems","manish mehta, david j. dewitt","the vldb journal &mdash; the international journal on very large data bases",1997
765546,"analysis of locking behavior in three real database systems","vigyan singhal, alan jay smith","the vldb journal &mdash; the international journal on very large data bases",1997
765550,"graphical interaction with heterogeneous databases","t. catarci, g. santucci, j. cardiff","the vldb journal &mdash; the international journal on very large data bases",1997
765549,"a database model for object dynamics","m. p. papazoglou, b. j. kr&#228;mer","the vldb journal &mdash; the international journal on very large data bases",1997
765552,"parametric query optimization","yannis e. ioannidis, raymond t. ng, kyuseok shim, timos k. sellis","the vldb journal &mdash; the international journal on very large data bases",1997
765551,"on applying hash filters to improving the execution of multi-join queries","ming-syan chen, hui-i hsiao, philip s. yu","the vldb journal &mdash; the international journal on very large data bases",1997
765555,"the impact of object technology on commercial transaction processing","edward e. cobb","the vldb journal &mdash; the international journal on very large data bases",1997
765553,"concurrency control in hierarchical multidatabase systems","sharad mehrotra, henry f. korth, avi silberschatz","the vldb journal &mdash; the international journal on very large data bases",1997
765537,"introduction","m. tamer &#214;zsu, stavros christodoulakis","the vldb journal &mdash; the international journal on very large data bases",1998
765538,"spatial and temporal content-based access to hypervideo databases","haitao jiang, ahmed k. elmagarmid","the vldb journal &mdash; the international journal on very large data bases",1998
765539,"optimal clip ordering for multi-clip queries","raymond t. ng, paul shum","the vldb journal &mdash; the international journal on very large data bases",1998
765540,"integrating symbolic images into a multimedia database system using classification and abstraction approaches","aya soffer, hanan samet","the vldb journal &mdash; the international journal on very large data bases",1998
765541,"approximate similarity retrieval with m-trees","pavel zezula, pasquale savino, giuseppe amato, fausto rabitti","the vldb journal &mdash; the international journal on very large data bases",1998
765542,"delivering presentations from multimedia servers","nevzat hurkan balkir, gultekin ozsoyoglu","the vldb journal &mdash; the international journal on very large data bases",1998
765544,"the hb $^\\pi$-tree: a multi-attribute index supporting concurrency, recovery and node consolidation","georgios evangelidis, david lomet, betty salzberg","the vldb journal &mdash; the international journal on very large data bases",1997
765545,"dictionary-based order-preserving string compression","gennady antoshenkov","the vldb journal &mdash; the international journal on very large data bases",1997
765527,"a logical view of structured files","serge abiteboul, sophie cluet, tova milo","the vldb journal &mdash; the international journal on very large data bases",1998
765528,"fast image retrieval using color-spatial information","beng chin ooi, kian-lee tan, tat seng chua, wynne hsu","the vldb journal &mdash; the international journal on very large data bases",1998
765530,"guest editorial","matthias jarke","the vldb journal &mdash; the international journal on very large data bases",1998
765531,"enhanced abstract data types in object-relational databases","praveen seshadri","the vldb journal &mdash; the international journal on very large data bases",1998
765532,"integrated document caching and prefetching in storage hierarchies based on markov-chain predictions","achim kraiss, gerhard weikum","the vldb journal &mdash; the international journal on very large data bases",1998
765533,"scalable feature selection, classification and signature generation for organizing large text databases into hierarchical topic taxonomies","soumen chakrabarti, byron dom, rakesh agrawal, prabhakar raghavan","the vldb journal &mdash; the international journal on very large data bases",1998
765534,"garbage collection in object-oriented databases using transactional cyclic reference counting","p. roy, s. seshadri, a. silberschatz, s. sudarshan, s. ashwin","the vldb journal &mdash; the international journal on very large data bases",1998
765535,"integrating reliable memory in databases","wee teck ng, peter m. chen","the vldb journal &mdash; the international journal on very large data bases",1998
767129,"speeding up construction of pmr quadtree-based spatial indexes","gisli r. hjaltason, hanan samet","the vldb journal &mdash; the international journal on very large data bases",2002
767128,"spatial indexing of high-dimensional data based on relative approximation","yasushi sakurai, masatoshi yoshikawa, shunsuke uemura, haruhiko kojima","the vldb journal &mdash; the international journal on very large data bases",2002
767098,"query processing techniques for arrays","arunprasad p. marathe, kenneth salem","the vldb journal &mdash; the international journal on very large data bases",2002
767097,"an authorization system for digital libraries","e. ferrari, n.r. adam, v. atluri, e. bertino, u. capuozzo","the vldb journal &mdash; the international journal on very large data bases",2002
767134,"designing wrapper components for e-services in integrating heterogeneous systems","massimo mecella, barbara pernici","the vldb journal &mdash; the international journal on very large data bases",2001
767133,"guest editorial","fabio casati, ming-chien shan, dimitrios georgakopoulos","the vldb journal &mdash; the international journal on very large data bases",2001
767131,"a template model for multidimensional inter-transactional association rules","ling feng, jeffrey xu yu, hongjun lu, jiawei han","the vldb journal &mdash; the international journal on very large data bases",2002
767130,"efficient similarity search for market basket data","alexandros nanopoulos, yannis manolopoulos","the vldb journal &mdash; the international journal on very large data bases",2002
765855,"semantic and schematic similarities between database objects: a context-based approach","vipul kashyap, amit sheth","the vldb journal &mdash; the international journal on very large data bases",1996
765854,"an asymptotically optimal multiversion b-tree","bruno becker, stephan gschwind, thomas ohler, bernhard seeger, peter widmayer","the vldb journal &mdash; the international journal on very large data bases",1996
765853,"building knowledge base management systems","john mylopoulos, vinay chaudhri, dimitris plexousakis, adel shrufi, thodoros topologlou","the vldb journal &mdash; the international journal on very large data bases",1996
765852,"query processing and optimization in oracle rdb","gennady antoshenkov, mohamed ziauddin","the vldb journal &mdash; the international journal on very large data bases",1996
767096,"locating and accessing data repositories with websemantics","george a. mihaila, louiqa raschid, anthony tomasic","the vldb journal &mdash; the international journal on very large data bases",2002
767095,"searching in metric spaces by spatial approximation","gonzalo navarro","the vldb journal &mdash; the international journal on very large data bases",2002
767094,"efficient retrieval of similar shapes","davood rafiei, alberto o. mendelzon","the vldb journal &mdash; the international journal on very large data bases",2002
767093,"indexing of now-relative spatio-bitemporal data","simonas &#352;altenis, christian s. jensen","the vldb journal &mdash; the international journal on very large data bases",2002
765755,"join algorithm costs revisited","evan p. harris, kotagiri ramamohanarao","the vldb journal &mdash; the international journal on very large data bases",1996
765756,"a taxonomy of correctness criteria in database applications","krithi ramamritham, panos k. chrysanthis","the vldb journal &mdash; the international journal on very large data bases",1996
765753,"a predicate-based caching scheme for client-server database architectures","arthur m. keller, julie basu","the vldb journal &mdash; the international journal on very large data bases",1996
765754,"mariposa: a wide-area distributed database system","michael stonebraker, paul m. aoki, witold litwin, avi pfeffer, adam sah, jeff sidell, carl staelin, andrew yu","the vldb journal &mdash; the international journal on very large data bases",1996
765805,"access path support for referential integrity in sql2","theo h&#228;rder, joachim reinert","the vldb journal &mdash; the international journal on very large data bases",1996
765806,"index nesting - an efficient approach to indexing in object-oriented databases","beng chin ooi, jiawei han, hongjun lu, kian lee tan","the vldb journal &mdash; the international journal on very large data bases",1996
765803,"a complete temporal relational algebra","debabrata dey, terence m. barron, veda c. storey","the vldb journal &mdash; the international journal on very large data bases",1996
765804,"the design and implementation of k: a high-level knowledge-base programming language of osam*.kbms","yuh-ming shyy, javier arroyo, stanley y.w. su, herman lam","the vldb journal &mdash; the international journal on very large data bases",1996
765690,"the gmap: a versatile tool for physical data independence","odysseas g. tsatalos, marvin h. solomon, yannis e. ioannidis","the vldb journal &mdash; the international journal on very large data bases",1996
765691,"algebraic query optimisation for database programming languages","alexandra poulovassilis, carol small","the vldb journal &mdash; the international journal on very large data bases",1996
765565,"a configurable type hierarchy index for oodb","thomas a. mueck, martin l. polaschek","the vldb journal &mdash; the international journal on very large data bases",1997
765566,"using extended feature objects for partial similarity retrieval","stefan berchtold, daniel a. keim, hans-peter kriegel","the vldb journal &mdash; the international journal on very large data bases",1997
765751,"parallelizing oodbms traversals: a performance evaluation","david j. de witt, jeffrey f. naughton, john c. shafer, shivakumar venkataraman","the vldb journal &mdash; the international journal on very large data bases",1996
765752,"priority assignment in real-time active databases","rajendran m. sivasankaran, john a. stankovic, don towsley, bhaskar purimetla, krithi ramamritham","the vldb journal &mdash; the international journal on very large data bases",1996
765692,"type-safe relaxing of schema consistency rules for flexible modelling in oodbms","eric amiel, marie-jo bellosta, eric dujardin, eric simon","the vldb journal &mdash; the international journal on very large data bases",1996
765693,"an experimental object-based sharing system for networked databases","doug fang, shahram ghandeharizadeh, dennis mcleod","the vldb journal &mdash; the international journal on very large data bases",1996
765219,"guest editorial","paolo atzeni, alberto o. mendelzon","the vldb journal &mdash; the international journal on very large data bases",2000
764223,"optimizing multiple dimensional queries simultaneously in multidimensional databases","weifa liang, maria e. orlowska, jeffrey x. yu","the vldb journal &mdash; the international journal on very large data bases",2000
765221,"learning response time for websources using query feedback and application in query optimization","jean-robert gruser, louiqa raschid, vladimir zadorozhny, tao zhan","the vldb journal &mdash; the international journal on very large data bases",2000
765220,"semantic caching of web queries","boris chidlovskii, uwe m. borghoff","the vldb journal &mdash; the international journal on very large data bases",2000
764220,"effective timestamping in databases","kristian torp, christian s. jensen, richard thomas snodgrass","the vldb journal &mdash; the international journal on very large data bases",2000
764219,"quantifiable data mining using ratio rules","flip korn, alexandros labrinidis, yannis kotidis, christos faloutsos","the vldb journal &mdash; the international journal on very large data bases",2000
764222,"update propagation strategies to improve freshness in lazy master replicated databases","esther pacitti, eric simon","the vldb journal &mdash; the international journal on very large data bases",2000
764221,"wavecluster: a wavelet-based clustering approach for spatial data in very large databases","gholamhosein sheikholeslami, surojit chatterjee, aidong zhang","the vldb journal &mdash; the international journal on very large data bases",2000
764216,"the lham log-structured history data access method","peter muth, patrick o'neil, achim pick, gerhard weikum","the vldb journal &mdash; the international journal on very large data bases",2000
764215,"secure buffering in firm real-time database systems","binto george, jayant r. haritsa","the vldb journal &mdash; the international journal on very large data bases",2000
764218,"distance-based outliers: algorithms and applications","edwin m. knorr, raymond t. ng, vladimir tucakov","the vldb journal &mdash; the international journal on very large data bases",2000
764217,"clustering categorical data: an approach based on dynamical systems","david gibson, jon kleinberg, prabhakar raghavan","the vldb journal &mdash; the international journal on very large data bases",2000
764206,"an xml query engine for network-bound data","zachary g. ives, a. y. halevy, d. s. weld","the vldb journal &mdash; the international journal on very large data bases",2002
764205,"efficient filtering of xml documents with xpath expressions","c.-y. chan, p. felber, m. garofalakis, r. rastogi","the vldb journal &mdash; the international journal on very large data bases",2002
764214,"functional-join processing","r. braumandl, j. claussen, a. kemper, d. kossmann","the vldb journal &mdash; the international journal on very large data bases",2000
764213,"foreword by the vldb '98 pc chairmen","o. shmueli, j. widom","the vldb journal &mdash; the international journal on very large data bases",2000
764201,"timber: a native xml database","h. v. jagadish, s. al-khalifa, a. chapman, l. v. s. lakshmanan, a. nierman, s. paparizos, j. m. patel, d. srivastava, n. wiwatwattana, y. wu, c. yu","the vldb journal &mdash; the international journal on very large data bases",2002
764202,"anatomy of a native xml base management system","t. fiebig, s. helmer, c.-c. kanne, g. moerkotte, j. neumann, r. schiele, t. westmann","the vldb journal &mdash; the international journal on very large data bases",2002
764203,"tree pattern query minimization","s. amer-yahia, s. cho, l. v. s. lakshmanan, d. srivastava","the vldb journal &mdash; the international journal on very large data bases",2002
764204,"efficient schemes for managing multiversionxml documents","s.-y. chien, v. j. tsotras, c. zaniolo","the vldb journal &mdash; the international journal on very large data bases",2002
762472,"description logics for semantic query optimization in object-oriented database systems","domenico beneventano, sonia bergamaschi, claudio sartori","acm transactions on database systems (tods)",2003
762473,"a simple algorithm for finding frequent elements in streams and bags","richard m. karp, scott shenker, christos h. papadimitriou","acm transactions on database systems (tods)",2003
762474,"adaptive algorithms for set containment joins","sergey melnik, hector garcia-molina","acm transactions on database systems (tods)",2003
764200,"guest editorial","alon y. halevy","the vldb journal &mdash; the international journal on very large data bases",2002
